sc_point_gid,class,capacity,capital_adder_per_mw,cf
43982,1,36.35,123879.22,0.2299
43983,1,67.92,29429.72,0.2203
43984,1,49.34,80273.54,0.2197
43985,1,6.21,433822.18,0.2218
43987,1,5.0,482521.89,0.2131
43988,1,155.25,2446.33,0.2119
43989,1,96.66,-6278.55,0.2124
43990,1,118.01,-21922.91,0.2132
43991,1,21.14,203299.62,0.2082
43993,1,47.19,68094.45,0.2031
43995,1,1.16,789961.43,0.1963
43998,1,27.98,142004.49,0.2047
43999,1,57.83,107538.15,0.2065
44630,1,1498.57,13143.02,0.1907
44631,1,1315.12,43339.46,0.1895
44632,1,108.79,65900.98,0.1854
44644,1,130.27,683447.59,0.1858
44645,1,42.24,255265.19,0.1807
44646,1,361.05,255649.66,0.1768
44647,1,129.28,113273.9,0.1729
44660,2,112.64,26542.68,0.2431
44661,1,38.11,126872.0,0.2416
44662,1,363.06,20984.52,0.2391
44663,1,145.24,8265.74,0.2412
44664,1,114.12,-744.02,0.2408
44665,1,81.9,-728.72,0.2339
44666,1,39.71,108598.89,0.2257
44667,1,21.32,198396.97,0.222
44668,1,6.25,430185.29,0.2206
44671,1,12.39,315650.04,0.2185
44672,1,172.54,19697.0,0.215
44673,1,113.58,-25252.45,0.2168
44674,1,15.27,261025.66,0.2144
44675,1,41.55,90703.72,0.2108
44676,1,98.06,-2464.7,0.2046
44679,1,52.89,79723.85,0.1942
44680,1,53.18,83762.7,0.1975
44681,1,6.03,458606.75,0.207
44682,1,18.23,214181.79,0.206
44683,1,193.81,-28497.47,0.2051
44684,1,40.64,170160.75,0.2081
44685,1,8.26,449720.1,0.2078
44688,1,5.1,660763.66,0.204
45314,1,1223.27,-627.97,0.1913
45315,1,2148.83,7455.82,0.1888
45316,1,625.09,30555.92,0.1828
45328,1,8.39,928620.53,0.1829
45329,1,101.8,88734.6,0.1796
45330,1,222.23,174017.75,0.1764
45331,1,289.75,194081.86,0.1728
45343,2,63.54,76285.98,0.2498
45344,2,234.35,1667.64,0.2431
45345,2,158.69,-5760.81,0.2422
45346,2,326.63,-24971.06,0.2466
45347,1,124.38,-29361.55,0.2406
45348,1,240.01,-15026.34,0.2401
45349,1,217.71,-24634.26,0.2348
45350,1,109.76,-30415.62,0.2271
45351,1,52.12,57774.8,0.2238
45352,1,29.72,138237.82,0.2279
45354,1,7.68,377875.44,0.2201
45355,1,43.47,125689.41,0.2175
45356,1,84.07,5325.45,0.2163
45357,1,76.47,15380.81,0.2165
45359,1,12.02,321886.63,0.2127
45360,1,43.54,85405.85,0.2032
45361,1,10.0,329346.57,0.2065
45362,1,18.77,234910.65,0.2023
45363,1,69.95,31908.41,0.1993
45364,1,118.15,6957.97,0.1991
45367,1,348.57,10317.01,0.2099
45368,1,115.62,79494.65,0.2096
45369,1,25.69,237850.03,0.2072
45371,1,61.59,304640.62,0.2078
45372,1,205.02,252701.51,0.2045
45373,1,50.55,366965.67,0.2058
45374,1,39.4,522997.99,0.2116
45375,1,316.76,596355.88,0.2079
45376,1,48.15,745700.69,0.2062
45998,1,1201.73,5100.38,0.193
45999,1,1935.41,4951.82,0.1884
46000,1,668.83,27205.51,0.1836
46001,1,17.78,286942.79,0.1851
46002,1,54.04,119203.26,0.187
46011,1,11.41,4712837.97,0.192
