sc_point_gid,class,capacity,capital_adder_per_mw,cf
103775,1,1076.76,107607.29,0.236
103776,1,1047.32,95884.41,0.2362
103777,1,782.91,185759.61,0.2377
103778,1,708.24,1122215.74,0.2378
103779,1,666.75,225043.34,0.238
103780,1,680.12,154387.43,0.2384
103781,1,785.21,213554.33,0.2397
103782,2,668.41,132489.51,0.2409
103783,2,734.41,104948.08,0.2409
103784,2,490.52,174268.77,0.2416
103785,1,595.07,470527.27,0.2405
103786,1,916.32,1005496.71,0.2403
103787,2,703.7,1285552.79,0.241
103788,2,690.22,618140.86,0.2425
103789,2,566.21,374626.55,0.2467
103790,2,643.78,542196.02,0.2472
103791,2,773.96,487379.4,0.2479
103792,2,692.58,243931.37,0.2488
103793,2,507.68,221134.24,0.2475
103794,2,259.1,145845.2,0.2483
103795,2,171.09,161462.85,0.2498
103796,2,360.42,751280.03,0.2508
104121,3,396.28,508290.04,0.2887
104122,4,648.76,927268.85,0.2971
104123,4,801.67,1141231.33,0.2937
104124,4,387.14,1621301.16,0.2979
104125,4,332.26,983562.38,0.3025
104126,4,657.86,708167.55,0.3083
104127,4,186.34,178340.3,0.3101
104128,4,70.17,164340.87,0.3146
104129,4,1764.15,181384.3,0.3119
104130,4,1279.32,201099.49,0.3114
104131,4,293.04,593469.09,0.3103
104132,4,32.73,440413.89,0.3089
104133,4,1041.44,432520.48,0.3067
104134,4,2261.29,859475.28,0.3053
104135,4,897.24,1711065.45,0.3008
104136,4,823.89,968260.09,0.3007
104137,4,1108.01,396365.1,0.2996
104138,4,939.6,340241.85,0.297
104139,4,587.1,187241.35,0.2983
104140,4,794.41,170200.38,0.303
104141,4,756.13,130222.86,0.3055
104142,4,704.48,128036.92,0.3085
104143,4,147.14,184762.13,0.3126
104144,4,163.86,768921.94,0.3154
104145,5,82.23,1271596.74,0.3252
104146,4,358.05,780307.05,0.316
104147,4,503.71,682307.17,0.3174
104148,4,131.11,116529.43,0.3172
104149,5,12.01,453261.97,0.3213
104150,4,1757.7,90774.95,0.3156
104151,4,1319.43,86112.73,0.3168
104152,4,1142.34,71595.68,0.3181
104153,4,2631.5,67506.35,0.3129
104154,4,1552.04,69758.93,0.3112
104155,4,1538.34,68582.39,0.3151
104156,4,2132.95,65029.53,0.3142
104157,5,1897.06,59664.1,0.3191
104158,4,4179.3,58876.41,0.317
104159,4,1711.92,54995.87,0.314
104160,4,411.85,54486.66,0.3148
104161,4,763.75,53386.88,0.3068
104162,4,1187.06,49911.02,0.3068
104164,4,141.81,40517.11,0.3076
104165,4,116.44,40600.33,0.3089
104166,4,66.25,86281.68,0.303
104167,4,47.31,141689.04,0.3023
104168,4,172.3,48565.8,0.3049
104169,4,144.81,26594.62,0.3032
104170,4,17.93,300807.54,0.3009
104171,4,55.52,109587.19,0.303
104172,4,9.47,422014.33,0.3024
104173,4,47.41,136612.3,0.3006
104174,4,163.27,26967.29,0.3015
104175,4,170.92,37246.0,0.2973
104176,4,612.48,33180.48,0.2918
104177,4,262.88,15923.24,0.2967
104178,4,18.54,271106.53,0.295
104179,4,18.8,275180.05,0.2988
104183,4,31.18,178004.93,0.3002
104184,4,226.46,3240.35,0.2965
104185,4,10.2,385481.75,0.2953
104186,4,48.14,82904.77,0.2965
104187,4,36.58,118876.25,0.2963
104188,4,4.85,495462.08,0.2969
104190,3,758.5,-33459.57,0.2875
104191,4,60.26,19931.26,0.2953
104192,4,922.64,-43664.69,0.2991
104195,4,2273.86,-54689.68,0.2916
104196,4,4740.76,-57223.03,0.2988
104197,4,2858.71,-59841.63,0.2979
104198,4,5180.6,-66678.19,0.2967
104199,4,2950.65,-61636.96,0.2954
104200,3,2317.09,-30446.57,0.2886
104201,3,1234.16,-41196.05,0.2864
104202,4,3654.57,-16572.17,0.2902
104203,4,1617.08,-14611.4,0.2902
104204,3,1826.23,63172.6,0.2825
104205,3,2160.18,150066.14,0.282
104206,3,391.02,772390.76,0.2775
104207,3,203.54,1511754.21,0.2772
104208,3,49.88,343630.39,0.2788
104209,3,546.22,169679.44,0.2743
104210,3,354.72,288588.26,0.2754
104211,3,156.33,240846.19,0.2756
104212,3,27.24,266235.81,0.2765
104213,3,225.13,34984.87,0.2815
104214,3,206.4,48643.97,0.2861
104215,3,79.19,-8075.12,0.2852
104216,3,362.14,27014.21,0.2886
104217,3,508.01,9946.11,0.2881
104218,4,868.61,-12699.93,0.291
104219,4,1165.77,-11824.37,0.2903
104220,3,257.98,-39513.0,0.2888
104221,3,158.95,-23858.09,0.288
104222,3,42.98,80937.89,0.2887
104223,3,651.9,-31536.58,0.2879
104224,3,803.75,-53494.26,0.2847
104225,3,2946.21,-53664.36,0.2853
104226,3,1414.42,-42942.88,0.2877
104227,4,774.99,-71447.51,0.2904
104228,3,74.29,-39626.43,0.2883
104229,3,229.63,-80528.86,0.2886
104230,3,241.71,-82219.58,0.2889
104231,3,287.06,-81934.93,0.2872
104232,3,590.35,-81599.5,0.2872
104233,3,1323.94,-82459.57,0.2854
104234,3,2832.86,-86628.12,0.2832
104235,3,2964.53,-86734.47,0.2816
104236,3,2874.13,-85940.08,0.2815
104237,3,1752.86,-85692.58,0.2779
104238,3,1452.12,-69903.96,0.2715
104239,3,631.58,-57559.42,0.27
104240,3,889.67,-62265.51,0.2682
104241,2,652.81,-54141.22,0.2596
104242,2,670.03,66278.37,0.2587
104243,2,178.23,81858.27,0.2574
104245,3,970.36,15235.94,0.2722
104246,3,1448.03,-4772.22,0.267
104247,3,1169.13,39481.9,0.2699
104248,3,730.7,-12531.28,0.2756
104249,3,940.49,-41813.81,0.2725
104250,3,1600.16,-50838.42,0.2719
104251,3,3166.3,-54623.63,0.2681
104252,3,2366.4,-32906.15,0.268
104253,3,3199.44,4998.86,0.2684
104254,3,3516.08,-3431.98,0.2733
104255,3,2978.63,-17180.4,0.2722
104256,3,3435.54,-19643.98,0.2734
104257,3,4189.68,7521.03,0.279
104258,3,4415.05,44856.68,0.2793
104259,3,4633.81,-22001.33,0.2794
104260,3,4112.5,-35343.31,0.2801
104261,3,1518.71,-71909.06,0.2808
104262,3,1222.31,-81496.62,0.2808
104263,3,1569.84,-79634.37,0.2816
104264,3,1916.58,-84552.68,0.2821
104265,3,1615.83,-85647.17,0.2822
104266,3,2333.17,-85841.15,0.2827
104267,3,2615.73,-87030.81,0.2838
104268,3,2006.81,-86987.01,0.2839
104269,3,2848.15,-88230.41,0.2831
104270,3,1697.5,-90070.11,0.2824
104271,3,1738.48,-71251.73,0.2823
104272,3,1865.84,-89874.8,0.2829
104273,3,1391.12,-88862.85,0.2823
104274,3,1305.31,-94643.68,0.2824
104275,3,1307.01,-93904.66,0.283
104276,3,1165.95,-94848.9,0.2833
104277,3,1571.83,-93404.23,0.2819
104278,3,2698.77,-87983.28,0.2806
104279,3,2060.33,-82141.92,0.2787
104280,3,2298.89,-72903.4,0.2768
104281,3,3646.51,-81413.38,0.2797
104282,3,4915.6,-84577.24,0.2805
104283,3,5202.31,-82753.94,0.2798
104284,3,5060.3,-77033.23,0.2799
104285,3,3935.48,-79377.5,0.2784
104286,3,4927.8,-77785.1,0.2785
104287,3,4907.79,-74704.12,0.2798
104288,3,5174.39,-76995.45,0.2796
104289,3,5225.09,-81006.73,0.2786
104290,3,5271.44,-82251.38,0.2775
104291,3,2966.35,-79708.9,0.2751
104292,3,3748.75,-80033.16,0.2738
104293,3,3035.41,-79908.72,0.2717
104294,3,3182.1,-80130.32,0.2722
104295,3,3802.65,-76972.36,0.272
104296,3,3652.33,-75542.57,0.2707
104297,3,3718.27,-75467.87,0.2699
104298,3,3906.82,-71030.38,0.2692
104299,3,3462.82,-64761.01,0.2686
104300,3,2905.6,-61173.53,0.2685
104301,3,3313.86,-56107.88,0.2684
104302,3,3422.32,-54628.06,0.2671
104303,3,2599.2,-57409.72,0.266
104304,2,3083.17,-54529.33,0.2653
104305,2,3740.8,-42958.74,0.2649
104306,2,2385.55,-45314.43,0.264
104307,2,1334.79,-47241.06,0.2629
104308,2,809.9,-48686.63,0.2618
104309,2,2203.83,-42490.83,0.2616
104310,2,1702.89,-38022.83,0.2609
104311,2,1023.55,-40342.93,0.261
104312,2,1244.18,-34044.16,0.2603
