*i,month,r,value
hydND,FEB,p59,0.366
hydND,FEB,p6,0.788
hydND,FEB,p61,0.374
hydND,FEB,p63,0.521
hydND,FEB,p64,0.547
hydND,FEB,p65,0.486
hydND,FEB,p66,0.637
hydND,FEB,p67,0.524
hydND,FEB,p68,0.294
hydND,FEB,p69,0.38
hydND,FEB,p7,0.507
hydND,FEB,p70,0.358
hydND,FEB,p71,0.36
hydND,FEB,p72,0.512
hydND,FEB,p73,0.675
hydND,FEB,p74,0.796
hydND,FEB,p75,0.776
hydND,FEB,p76,0.681
hydND,FEB,p77,0.611
hydND,FEB,p78,0.622
hydND,FEB,p8,0.818
hydND,FEB,p80,0.661
hydND,FEB,p81,0.563
hydND,FEB,p82,0.499
hydND,FEB,p83,0.63
hydND,FEB,p84,0.727
hydND,FEB,p85,0.657
hydND,FEB,p86,0.68
hydND,FEB,p87,0.712
hydND,FEB,p88,0.756
hydND,FEB,p89,0.744
hydND,FEB,p9,0.649
hydND,FEB,p90,0.756
hydND,FEB,p91,0.759
hydND,FEB,p92,0.755
hydND,FEB,p93,0.719
hydND,FEB,p94,0.753
hydND,FEB,p95,0.746
hydND,FEB,p96,0.755
hydND,FEB,p97,0.754
hydND,FEB,p98,0.707
hydND,FEB,p99,0.695
hydND,JAN,p1,0.744
hydND,JAN,p10,0.558
hydND,JAN,p100,0.697
hydND,JAN,p101,0.696
hydND,JAN,p103,0.705
hydND,JAN,p104,0.798
hydND,JAN,p105,0.698
hydND,JAN,p106,0.63
hydND,JAN,p107,0.669
hydND,JAN,p108,0.778
hydND,JAN,p109,0.701
hydND,JAN,p110,0.662
hydND,JAN,p111,0.637
hydND,JAN,p112,0.699
hydND,JAN,p113,0.651
hydND,JAN,p114,0.654
hydND,JAN,p115,0.746
hydND,JAN,p116,0.734
hydND,JAN,p117,0.688
hydND,JAN,p118,0.699
hydND,JAN,p119,0.723
hydND,JAN,p12,0.457
hydND,JAN,p121,0.691
hydND,JAN,p122,0.74
hydND,JAN,p123,0.693
hydND,JAN,p126,0.758
hydND,JAN,p127,0.733
hydND,JAN,p129,0.693
hydND,JAN,p130,0.711
hydND,JAN,p131,0.754
hydND,JAN,p132,0.754
hydND,JAN,p134,0.656
hydND,JAN,p14,0.495
hydND,JAN,p15,0.487
hydND,JAN,p16,0.431
hydND,JAN,p17,0.569
hydND,JAN,p18,0.462
hydND,JAN,p19,0.411
hydND,JAN,p2,0.716
hydND,JAN,p20,0.467
hydND,JAN,p21,0.386
hydND,JAN,p24,0.436
hydND,JAN,p25,0.485
hydND,JAN,p26,0.532
hydND,JAN,p27,0.536
hydND,JAN,p28,0.625
hydND,JAN,p3,0.633
hydND,JAN,p31,0.392
hydND,JAN,p32,0.535
hydND,JAN,p33,0.499
hydND,JAN,p34,0.455
hydND,JAN,p35,0.51
hydND,JAN,p36,0.532
hydND,JAN,p38,0.518
hydND,JAN,p39,0.458
hydND,JAN,p4,0.74
hydND,JAN,p40,0.502
hydND,JAN,p41,0.541
hydND,JAN,p42,0.504
hydND,JAN,p43,0.639
hydND,JAN,p44,0.342
hydND,JAN,p45,0.487
hydND,JAN,p46,0.566
hydND,JAN,p48,0.372
hydND,JAN,p5,0.851
hydND,JAN,p50,0.498
hydND,JAN,p51,0.443
hydND,JAN,p52,0.569
hydND,JAN,p53,0.415
hydND,JAN,p54,0.491
hydND,JAN,p55,0.597
hydND,JAN,p56,0.648
hydND,JAN,p57,0.577
hydND,JAN,p58,0.663
hydND,JAN,p59,0.366
hydND,JAN,p6,0.788
hydND,JAN,p61,0.374
hydND,JAN,p63,0.521
hydND,JAN,p64,0.547
hydND,JAN,p65,0.486
hydND,JAN,p66,0.637
hydND,JAN,p67,0.524
hydND,JAN,p68,0.294
hydND,JAN,p69,0.38
hydND,JAN,p7,0.507
hydND,JAN,p70,0.358
hydND,JAN,p71,0.36
hydND,JAN,p72,0.512
hydND,JAN,p73,0.675
hydND,JAN,p74,0.796
hydND,JAN,p75,0.776
hydND,JAN,p76,0.681
hydND,JAN,p77,0.611
hydND,JAN,p78,0.622
hydND,JAN,p8,0.818
hydND,JAN,p80,0.661
hydND,JAN,p81,0.563
hydND,JAN,p82,0.499
hydND,JAN,p83,0.63
hydND,JAN,p84,0.727
hydND,JAN,p85,0.657
hydND,JAN,p86,0.68
hydND,JAN,p87,0.712
hydND,JAN,p88,0.756
hydND,JAN,p89,0.744
hydND,JAN,p9,0.649
hydND,JAN,p90,0.756
hydND,JAN,p91,0.759
hydND,JAN,p92,0.755
hydND,JAN,p93,0.719
hydND,JAN,p94,0.753
hydND,JAN,p95,0.746
hydND,JAN,p96,0.755
hydND,JAN,p97,0.754
hydND,JAN,p98,0.707
hydND,JAN,p99,0.695
hydND,JUL,p1,0.624
hydND,JUL,p10,0.839
hydND,JUL,p100,0.494
hydND,JUL,p101,0.526
hydND,JUL,p103,0.47
hydND,JUL,p104,0.61
hydND,JUL,p105,0.551
hydND,JUL,p106,0.485
hydND,JUL,p107,0.501
hydND,JUL,p108,0.309
hydND,JUL,p109,0.314
hydND,JUL,p110,0.36
hydND,JUL,p111,0.45
hydND,JUL,p112,0.475
hydND,JUL,p113,0.52
hydND,JUL,p114,0.496
hydND,JUL,p115,0.415
hydND,JUL,p116,0.389
hydND,JUL,p117,0.395
hydND,JUL,p118,0.506
hydND,JUL,p119,0.36
hydND,JUL,p12,0.775
hydND,JUL,p121,0.418
hydND,JUL,p122,0.385
hydND,JUL,p123,0.426
hydND,JUL,p126,0.488
hydND,JUL,p127,0.424
hydND,JUL,p129,0.495
hydND,JUL,p130,0.537
hydND,JUL,p131,0.453
hydND,JUL,p132,0.434
hydND,JUL,p134,0.574
hydND,JUL,p14,0.746
hydND,JUL,p15,0.852
hydND,JUL,p16,0.962
hydND,JUL,p17,0.821
hydND,JUL,p18,0.917
hydND,JUL,p19,0.916
hydND,JUL,p2,0.63
hydND,JUL,p20,0.94
hydND,JUL,p21,0.955
hydND,JUL,p24,0.86
hydND,JUL,p25,0.772
hydND,JUL,p26,0.837
hydND,JUL,p27,0.852
hydND,JUL,p28,0.742
hydND,JUL,p3,0.754
hydND,JUL,p31,0.857
hydND,JUL,p32,0.738
hydND,JUL,p33,0.932
hydND,JUL,p34,0.893
hydND,JUL,p35,0.925
hydND,JUL,p36,0.902
hydND,JUL,p38,0.832
hydND,JUL,p39,0.888
hydND,JUL,p4,0.854
hydND,JUL,p40,0.907
hydND,JUL,p41,0.869
hydND,JUL,p42,0.706
hydND,JUL,p43,0.751
hydND,JUL,p44,0.737
hydND,JUL,p45,0.862
hydND,JUL,p46,0.693
hydND,JUL,p48,0.838
hydND,JUL,p5,0.463
hydND,JUL,p50,0.65
hydND,JUL,p51,0.678
hydND,JUL,p52,0.939
hydND,JUL,p53,0.711
hydND,JUL,p54,0.84
hydND,JUL,p55,0.546
hydND,JUL,p56,0.552
hydND,JUL,p57,0.409
hydND,JUL,p58,0.425
hydND,JUL,p59,0.897
hydND,JUL,p6,0.317
hydND,JUL,p61,0.892
hydND,JUL,p63,0.478
hydND,JUL,p64,0.522
hydND,JUL,p65,0.764
hydND,JUL,p66,0.399
hydND,JUL,p67,0.455
hydND,JUL,p68,0.725
hydND,JUL,p69,0.759
hydND,JUL,p7,0.943
hydND,JUL,p70,0.725
hydND,JUL,p71,0.665
hydND,JUL,p72,0.793
hydND,JUL,p73,0.414
hydND,JUL,p74,0.793
hydND,JUL,p75,0.746
hydND,JUL,p76,0.713
hydND,JUL,p77,0.732
hydND,JUL,p78,0.645
hydND,JUL,p8,0.624
hydND,JUL,p80,0.612
hydND,JUL,p81,0.667
hydND,JUL,p82,0.428
hydND,JUL,p83,0.507
hydND,JUL,p84,0.455
hydND,JUL,p85,0.497
hydND,JUL,p86,0.315
hydND,JUL,p87,0.36
hydND,JUL,p88,0.357
hydND,JUL,p89,0.379
hydND,JUL,p9,0.615
hydND,JUL,p90,0.479
hydND,JUL,p91,0.558
hydND,JUL,p92,0.51
hydND,JUL,p93,0.344
hydND,JUL,p94,0.552
hydND,JUL,p95,0.579
hydND,JUL,p96,0.57
hydND,JUL,p97,0.589
hydND,JUL,p98,0.466
hydND,JUL,p99,0.453
hydND,JUN,p1,0.624
hydND,JUN,p10,0.839
hydND,JUN,p100,0.494
hydND,JUN,p101,0.526
hydND,JUN,p103,0.47
hydND,JUN,p104,0.61
hydND,JUN,p105,0.551
hydND,JUN,p106,0.485
hydND,JUN,p107,0.501
hydND,JUN,p108,0.309
hydND,JUN,p109,0.314
hydND,JUN,p110,0.36
hydND,JUN,p111,0.45
hydND,JUN,p112,0.475
hydND,JUN,p113,0.52
hydND,JUN,p114,0.496
hydND,JUN,p115,0.415
hydND,JUN,p116,0.389
hydND,JUN,p117,0.395
hydND,JUN,p118,0.506
hydND,JUN,p119,0.36
hydND,JUN,p12,0.775
hydND,JUN,p121,0.418
hydND,JUN,p122,0.385
hydND,JUN,p123,0.426
hydND,JUN,p126,0.488
hydND,JUN,p127,0.424
hydND,JUN,p129,0.495
hydND,JUN,p130,0.537
hydND,JUN,p131,0.453
hydND,JUN,p132,0.434
hydND,JUN,p134,0.574
hydND,JUN,p14,0.746
hydND,JUN,p15,0.852
hydND,JUN,p16,0.962
hydND,JUN,p17,0.821
hydND,JUN,p18,0.917
hydND,JUN,p19,0.916
hydND,JUN,p2,0.63
hydND,JUN,p20,0.94
hydND,JUN,p21,0.955
hydND,JUN,p24,0.86
hydND,JUN,p25,0.772
hydND,JUN,p26,0.837
hydND,JUN,p27,0.852
hydND,JUN,p28,0.742
hydND,JUN,p3,0.754
hydND,JUN,p31,0.857
hydND,JUN,p32,0.738
hydND,JUN,p33,0.932
hydND,JUN,p34,0.893
hydND,JUN,p35,0.925
hydND,JUN,p36,0.902
hydND,JUN,p38,0.832
hydND,JUN,p39,0.888
hydND,JUN,p4,0.854
hydND,JUN,p40,0.907
hydND,JUN,p41,0.869
hydND,JUN,p42,0.706
hydND,JUN,p43,0.751
hydND,JUN,p44,0.737
hydND,JUN,p45,0.862
hydND,JUN,p46,0.693
hydND,JUN,p48,0.838
hydND,JUN,p5,0.463
hydND,JUN,p50,0.65
hydND,JUN,p51,0.678
hydND,JUN,p52,0.939
hydND,JUN,p53,0.711
hydND,JUN,p54,0.84
hydND,JUN,p55,0.546
hydND,JUN,p56,0.552
hydND,JUN,p57,0.409
hydND,JUN,p58,0.425
hydND,JUN,p59,0.897
hydND,JUN,p6,0.317
hydND,JUN,p61,0.892
hydND,JUN,p63,0.478
hydND,JUN,p64,0.522
hydND,JUN,p65,0.764
hydND,JUN,p66,0.399
hydND,JUN,p67,0.455
hydND,JUN,p68,0.725
hydND,JUN,p69,0.759
hydND,JUN,p7,0.943
hydND,JUN,p70,0.725
hydND,JUN,p71,0.665
hydND,JUN,p72,0.793
hydND,JUN,p73,0.414
hydND,JUN,p74,0.793
hydND,JUN,p75,0.746
hydND,JUN,p76,0.713
hydND,JUN,p77,0.732
hydND,JUN,p78,0.645
hydND,JUN,p8,0.624
hydND,JUN,p80,0.612
hydND,JUN,p81,0.667
hydND,JUN,p82,0.428
hydND,JUN,p83,0.507
hydND,JUN,p84,0.455
hydND,JUN,p85,0.497
hydND,JUN,p86,0.315
hydND,JUN,p87,0.36
hydND,JUN,p88,0.357
hydND,JUN,p89,0.379
hydND,JUN,p9,0.615
hydND,JUN,p90,0.479
hydND,JUN,p91,0.558
hydND,JUN,p92,0.51
hydND,JUN,p93,0.344
hydND,JUN,p94,0.552
hydND,JUN,p95,0.579
hydND,JUN,p96,0.57
hydND,JUN,p97,0.589
hydND,JUN,p98,0.466
hydND,JUN,p99,0.453
hydND,MAR,p1,0.822
hydND,MAR,p10,0.866
hydND,MAR,p100,0.844
hydND,MAR,p101,0.747
hydND,MAR,p103,0.911
hydND,MAR,p104,0.923
hydND,MAR,p105,0.813
hydND,MAR,p106,0.811
hydND,MAR,p107,0.834
hydND,MAR,p108,0.767
hydND,MAR,p109,0.794
hydND,MAR,p110,0.839
hydND,MAR,p111,0.819
hydND,MAR,p112,0.85
hydND,MAR,p113,0.837
hydND,MAR,p114,0.832
hydND,MAR,p115,0.85
hydND,MAR,p116,0.856
hydND,MAR,p117,0.864
hydND,MAR,p118,0.857
hydND,MAR,p119,0.856
hydND,MAR,p12,0.847
hydND,MAR,p121,0.849
hydND,MAR,p122,0.86
hydND,MAR,p123,0.856
hydND,MAR,p126,0.866
hydND,MAR,p127,0.878
hydND,MAR,p129,0.912
hydND,MAR,p130,0.916
hydND,MAR,p131,0.9
hydND,MAR,p132,0.88
hydND,MAR,p134,0.869
hydND,MAR,p14,0.911
hydND,MAR,p15,0.852
hydND,MAR,p16,0.734
hydND,MAR,p17,0.852
hydND,MAR,p18,0.748
hydND,MAR,p19,0.759
hydND,MAR,p2,0.854
hydND,MAR,p20,0.742
hydND,MAR,p21,0.669
hydND,MAR,p24,0.89
hydND,MAR,p25,0.855
hydND,MAR,p26,0.874
hydND,MAR,p27,0.893
hydND,MAR,p28,0.821
hydND,MAR,p3,0.878
hydND,MAR,p31,0.853
hydND,MAR,p32,0.761
hydND,MAR,p33,0.795
hydND,MAR,p34,0.802
hydND,MAR,p35,0.783
hydND,MAR,p36,0.815
hydND,MAR,p38,0.822
hydND,MAR,p39,0.887
hydND,MAR,p4,0.901
hydND,MAR,p40,0.867
hydND,MAR,p41,0.882
hydND,MAR,p42,0.742
hydND,MAR,p43,0.86
hydND,MAR,p44,0.844
hydND,MAR,p45,0.858
hydND,MAR,p46,0.907
hydND,MAR,p48,0.669
hydND,MAR,p5,0.818
hydND,MAR,p50,0.738
hydND,MAR,p51,0.754
hydND,MAR,p52,0.807
hydND,MAR,p53,0.661
hydND,MAR,p54,0.866
hydND,MAR,p55,0.786
hydND,MAR,p56,0.781
hydND,MAR,p57,0.721
hydND,MAR,p58,0.769
hydND,MAR,p59,0.861
hydND,MAR,p6,0.814
hydND,MAR,p61,0.849
hydND,MAR,p63,0.714
hydND,MAR,p64,0.712
hydND,MAR,p65,0.777
hydND,MAR,p66,0.726
hydND,MAR,p67,0.679
hydND,MAR,p68,0.811
hydND,MAR,p69,0.809
hydND,MAR,p7,0.875
hydND,MAR,p70,0.802
hydND,MAR,p71,0.771
hydND,MAR,p72,0.866
hydND,MAR,p73,0.842
hydND,MAR,p74,0.938
hydND,MAR,p75,0.916
hydND,MAR,p76,0.935
hydND,MAR,p77,0.936
hydND,MAR,p78,0.932
hydND,MAR,p8,0.898
hydND,MAR,p80,0.866
hydND,MAR,p81,0.865
hydND,MAR,p82,0.768
hydND,MAR,p83,0.804
hydND,MAR,p84,0.852
hydND,MAR,p85,0.809
hydND,MAR,p86,0.659
hydND,MAR,p87,0.734
hydND,MAR,p88,0.764
hydND,MAR,p89,0.764
hydND,MAR,p9,0.853
hydND,MAR,p90,0.784
hydND,MAR,p91,0.795
hydND,MAR,p92,0.822
hydND,MAR,p93,0.798
hydND,MAR,p94,0.782
hydND,MAR,p95,0.781
hydND,MAR,p96,0.79
hydND,MAR,p97,0.834
hydND,MAR,p98,0.774
hydND,MAR,p99,0.847
hydND,MAY,p1,0.822
hydND,MAY,p10,0.866
hydND,MAY,p100,0.844
hydND,MAY,p101,0.747
hydND,MAY,p103,0.911
hydND,MAY,p104,0.923
hydND,MAY,p105,0.813
hydND,MAY,p106,0.811
hydND,MAY,p107,0.834
hydND,MAY,p108,0.767
hydND,MAY,p109,0.794
hydND,MAY,p110,0.839
hydND,MAY,p111,0.819
hydND,MAY,p112,0.85
hydND,MAY,p113,0.837
hydND,MAY,p114,0.832
hydND,MAY,p115,0.85
hydND,MAY,p116,0.856
hydND,MAY,p117,0.864
hydND,MAY,p118,0.857
hydND,MAY,p119,0.856
hydND,MAY,p12,0.847
hydND,MAY,p121,0.849
hydND,MAY,p122,0.86
hydND,MAY,p123,0.856
hydND,MAY,p126,0.866
hydND,MAY,p127,0.878
hydND,MAY,p129,0.912
hydND,MAY,p130,0.916
hydND,MAY,p131,0.9
hydND,MAY,p132,0.88
hydND,MAY,p134,0.869
hydND,MAY,p14,0.911
hydND,MAY,p15,0.852
hydND,MAY,p16,0.734
hydND,MAY,p17,0.852
hydND,MAY,p18,0.748
hydND,MAY,p19,0.759
hydND,MAY,p2,0.854
hydND,MAY,p20,0.742
hydND,MAY,p21,0.669
hydND,MAY,p24,0.89
hydND,MAY,p25,0.855
hydND,MAY,p26,0.874
hydND,MAY,p27,0.893
hydND,MAY,p28,0.821
hydND,MAY,p3,0.878
hydND,MAY,p31,0.853
hydND,MAY,p32,0.761
hydND,MAY,p33,0.795
hydND,MAY,p34,0.802
hydND,MAY,p35,0.783
hydND,MAY,p36,0.815
hydND,MAY,p38,0.822
hydND,MAY,p39,0.887
hydND,MAY,p4,0.901
hydND,MAY,p40,0.867
hydND,MAY,p41,0.882
hydND,MAY,p42,0.742
hydND,MAY,p43,0.86
hydND,MAY,p44,0.844
hydND,MAY,p45,0.858
hydND,MAY,p46,0.907
hydND,MAY,p48,0.669
hydND,MAY,p5,0.818
hydND,MAY,p50,0.738
hydND,MAY,p51,0.754
hydND,MAY,p52,0.807
hydND,MAY,p53,0.661
hydND,MAY,p54,0.866
hydND,MAY,p55,0.786
hydND,MAY,p56,0.781
hydND,MAY,p57,0.721
hydND,MAY,p58,0.769
hydND,MAY,p59,0.861
hydND,MAY,p6,0.814
hydND,MAY,p61,0.849
hydND,MAY,p63,0.714
hydND,MAY,p64,0.712
hydND,MAY,p65,0.777
hydND,MAY,p66,0.726
hydND,MAY,p67,0.679
hydND,MAY,p68,0.811
hydND,MAY,p69,0.809
hydND,MAY,p7,0.875
hydND,MAY,p70,0.802
hydND,MAY,p71,0.771
hydND,MAY,p72,0.866
hydND,MAY,p73,0.842
hydND,MAY,p74,0.938
hydND,MAY,p75,0.916
hydND,MAY,p76,0.935
hydND,MAY,p77,0.936
hydND,MAY,p78,0.932
hydND,MAY,p8,0.898
hydND,MAY,p80,0.866
hydND,MAY,p81,0.865
hydND,MAY,p82,0.768
hydND,MAY,p83,0.804
hydND,MAY,p84,0.852
hydND,MAY,p85,0.809
hydND,MAY,p86,0.659
hydND,MAY,p87,0.734
hydND,MAY,p88,0.764
hydND,MAY,p89,0.764
hydND,MAY,p9,0.853
hydND,MAY,p90,0.784
hydND,MAY,p91,0.795
hydND,MAY,p92,0.822
hydND,MAY,p93,0.798
hydND,MAY,p94,0.782
hydND,MAY,p95,0.781
hydND,MAY,p96,0.79
hydND,MAY,p97,0.834
hydND,MAY,p98,0.774
hydND,MAY,p99,0.847
hydND,NOV,p1,0.744
hydND,NOV,p10,0.558
hydND,NOV,p100,0.697
hydND,NOV,p101,0.696
hydND,NOV,p103,0.705
hydND,NOV,p104,0.798
hydND,NOV,p105,0.698
hydND,NOV,p106,0.63
hydND,NOV,p107,0.669
hydND,NOV,p108,0.778
hydND,NOV,p109,0.701
hydND,NOV,p110,0.662
hydND,NOV,p111,0.637
hydND,NOV,p112,0.699
hydND,NOV,p113,0.651
hydND,NOV,p114,0.654
hydND,NOV,p115,0.746
hydND,NOV,p116,0.734
hydND,NOV,p117,0.688
hydND,NOV,p118,0.699
hydND,NOV,p119,0.723
hydND,NOV,p12,0.457
hydND,NOV,p121,0.691
hydND,NOV,p122,0.74
hydND,NOV,p123,0.693
hydND,NOV,p126,0.758
hydND,NOV,p127,0.733
hydND,NOV,p129,0.693
hydND,NOV,p130,0.711
hydND,NOV,p131,0.754
hydND,NOV,p132,0.754
hydND,NOV,p134,0.656
hydND,NOV,p14,0.495
hydND,NOV,p15,0.487
hydND,NOV,p16,0.431
hydND,NOV,p17,0.569
hydND,NOV,p18,0.462
hydND,NOV,p19,0.411
hydND,NOV,p2,0.716
hydND,NOV,p20,0.467
hydND,NOV,p21,0.386
hydND,NOV,p24,0.436
hydND,NOV,p25,0.485
hydND,NOV,p26,0.532
hydND,NOV,p27,0.536
hydND,NOV,p28,0.625
hydND,NOV,p3,0.633
hydND,NOV,p31,0.392
hydND,NOV,p32,0.535
hydND,NOV,p33,0.499
hydND,NOV,p34,0.455
hydND,NOV,p35,0.51
hydND,NOV,p36,0.532
hydND,NOV,p38,0.518
hydND,NOV,p39,0.458
hydND,NOV,p4,0.74
hydND,NOV,p40,0.502
hydND,NOV,p41,0.541
hydND,NOV,p42,0.504
hydND,NOV,p43,0.639
hydND,NOV,p44,0.342
hydND,NOV,p45,0.487
hydND,NOV,p46,0.566
hydND,NOV,p48,0.372
hydND,NOV,p5,0.851
hydND,NOV,p50,0.498
hydND,NOV,p51,0.443
hydND,NOV,p52,0.569
hydND,NOV,p53,0.415
hydND,NOV,p54,0.491
hydND,NOV,p55,0.597
hydND,NOV,p56,0.648
hydND,NOV,p57,0.577
hydND,NOV,p58,0.663
hydND,NOV,p59,0.366
hydND,NOV,p6,0.788
hydND,NOV,p61,0.374
hydND,NOV,p63,0.521
hydND,NOV,p64,0.547
hydND,NOV,p65,0.486
hydND,NOV,p66,0.637
hydND,NOV,p67,0.524
hydND,NOV,p68,0.294
hydND,NOV,p69,0.38
hydND,NOV,p7,0.507
hydND,NOV,p70,0.358
hydND,NOV,p71,0.36
hydND,NOV,p72,0.512
hydND,NOV,p73,0.675
hydND,NOV,p74,0.796
hydND,NOV,p75,0.776
hydND,NOV,p76,0.681
hydND,NOV,p77,0.611
hydND,NOV,p78,0.622
hydND,NOV,p8,0.818
hydND,NOV,p80,0.661
hydND,NOV,p81,0.563
hydND,NOV,p82,0.499
hydND,NOV,p83,0.63
hydND,NOV,p84,0.727
hydND,NOV,p85,0.657
hydND,NOV,p86,0.68
hydND,NOV,p87,0.712
hydND,NOV,p88,0.756
hydND,NOV,p89,0.744
hydND,NOV,p9,0.649
hydND,NOV,p90,0.756
hydND,NOV,p91,0.759
hydND,NOV,p92,0.755
hydND,NOV,p93,0.719
hydND,NOV,p94,0.753
hydND,NOV,p95,0.746
hydND,NOV,p96,0.755
hydND,NOV,p97,0.754
hydND,NOV,p98,0.707
hydND,NOV,p99,0.695
hydND,OCT,p1,0.376
hydND,OCT,p10,0.6
hydND,OCT,p100,0.499
hydND,OCT,p101,0.494
hydND,OCT,p103,0.404
hydND,OCT,p104,0.558
hydND,OCT,p105,0.398
hydND,OCT,p106,0.325
hydND,OCT,p107,0.322
hydND,OCT,p108,0.308
hydND,OCT,p109,0.225
hydND,OCT,p110,0.251
hydND,OCT,p111,0.257
hydND,OCT,p112,0.282
hydND,OCT,p113,0.306
hydND,OCT,p114,0.291
hydND,OCT,p115,0.37
hydND,OCT,p116,0.292
hydND,OCT,p117,0.265
hydND,OCT,p118,0.408
hydND,OCT,p119,0.334
hydND,OCT,p12,0.484
hydND,OCT,p121,0.365
hydND,OCT,p122,0.384
hydND,OCT,p123,0.383
hydND,OCT,p126,0.518
hydND,OCT,p127,0.434
hydND,OCT,p129,0.477
hydND,OCT,p130,0.521
hydND,OCT,p131,0.459
hydND,OCT,p132,0.457
hydND,OCT,p134,0.55
hydND,OCT,p14,0.382
hydND,OCT,p15,0.527
hydND,OCT,p16,0.65
hydND,OCT,p17,0.534
hydND,OCT,p18,0.623
hydND,OCT,p19,0.504
hydND,OCT,p2,0.384
hydND,OCT,p20,0.66
hydND,OCT,p21,0.648
hydND,OCT,p24,0.468
hydND,OCT,p25,0.608
hydND,OCT,p26,0.583
hydND,OCT,p27,0.645
hydND,OCT,p28,0.63
hydND,OCT,p3,0.426
hydND,OCT,p31,0.603
hydND,OCT,p32,0.595
hydND,OCT,p33,0.731
hydND,OCT,p34,0.627
hydND,OCT,p35,0.669
hydND,OCT,p36,0.624
hydND,OCT,p38,0.6
hydND,OCT,p39,0.506
hydND,OCT,p4,0.552
hydND,OCT,p40,0.584
hydND,OCT,p41,0.597
hydND,OCT,p42,0.56
hydND,OCT,p43,0.625
hydND,OCT,p44,0.411
hydND,OCT,p45,0.563
hydND,OCT,p46,0.619
hydND,OCT,p48,0.656
hydND,OCT,p5,0.465
hydND,OCT,p50,0.469
hydND,OCT,p51,0.425
hydND,OCT,p52,0.581
hydND,OCT,p53,0.444
hydND,OCT,p54,0.557
hydND,OCT,p55,0.346
hydND,OCT,p56,0.338
hydND,OCT,p57,0.308
hydND,OCT,p58,0.308
hydND,OCT,p59,0.595
hydND,OCT,p6,0.221
hydND,OCT,p61,0.627
hydND,OCT,p63,0.335
hydND,OCT,p64,0.427
hydND,OCT,p65,0.629
hydND,OCT,p66,0.27
hydND,OCT,p67,0.334
hydND,OCT,p68,0.392
hydND,OCT,p69,0.45
hydND,OCT,p7,0.631
hydND,OCT,p70,0.369
hydND,OCT,p71,0.321
hydND,OCT,p72,0.503
hydND,OCT,p73,0.283
hydND,OCT,p74,0.696
hydND,OCT,p75,0.691
hydND,OCT,p76,0.652
hydND,OCT,p77,0.634
hydND,OCT,p78,0.518
hydND,OCT,p8,0.592
hydND,OCT,p80,0.446
hydND,OCT,p81,0.441
hydND,OCT,p82,0.182
hydND,OCT,p83,0.317
hydND,OCT,p84,0.324
hydND,OCT,p85,0.333
hydND,OCT,p86,0.225
hydND,OCT,p87,0.277
hydND,OCT,p88,0.26
hydND,OCT,p89,0.29
hydND,OCT,p9,0.435
hydND,OCT,p90,0.365
hydND,OCT,p91,0.466
hydND,OCT,p92,0.404
hydND,OCT,p93,0.254
hydND,OCT,p94,0.495
hydND,OCT,p95,0.552
hydND,OCT,p96,0.557
hydND,OCT,p97,0.511
hydND,OCT,p98,0.474
hydND,OCT,p99,0.423
hydND,SEP,p1,0.376
hydND,SEP,p10,0.6
hydND,SEP,p100,0.499
hydND,SEP,p101,0.494
hydND,SEP,p103,0.404
hydND,SEP,p104,0.558
hydND,SEP,p105,0.398
hydND,SEP,p106,0.325
hydND,SEP,p107,0.322
hydND,SEP,p108,0.308
hydND,SEP,p109,0.225
hydND,SEP,p110,0.251
hydND,SEP,p111,0.257
hydND,SEP,p112,0.282
hydND,SEP,p113,0.306
hydND,SEP,p114,0.291
hydND,SEP,p115,0.37
hydND,SEP,p116,0.292
hydND,SEP,p117,0.265
hydND,SEP,p118,0.408
hydND,SEP,p119,0.334
hydND,SEP,p12,0.484
hydND,SEP,p121,0.365
hydND,SEP,p122,0.384
hydND,SEP,p123,0.383
hydND,SEP,p126,0.518
hydND,SEP,p127,0.434
hydND,SEP,p129,0.477
hydND,SEP,p130,0.521
hydND,SEP,p131,0.459
hydND,SEP,p132,0.457
hydND,SEP,p134,0.55
hydND,SEP,p14,0.382
hydND,SEP,p15,0.527
hydND,SEP,p16,0.65
hydND,SEP,p17,0.534
hydND,SEP,p18,0.623
hydND,SEP,p19,0.504
hydND,SEP,p2,0.384
hydND,SEP,p20,0.66
hydND,SEP,p21,0.648
hydND,SEP,p24,0.468
hydND,SEP,p25,0.608
hydND,SEP,p26,0.583
hydND,SEP,p27,0.645
hydND,SEP,p28,0.63
hydND,SEP,p3,0.426
hydND,SEP,p31,0.603
hydND,SEP,p32,0.595
hydND,SEP,p33,0.731
hydND,SEP,p34,0.627
hydND,SEP,p35,0.669
hydND,SEP,p36,0.624
hydND,SEP,p38,0.6
hydND,SEP,p39,0.506
hydND,SEP,p4,0.552
hydND,SEP,p40,0.584
hydND,SEP,p41,0.597
hydND,SEP,p42,0.56
hydND,SEP,p43,0.625
hydND,SEP,p44,0.411
hydND,SEP,p45,0.563
hydND,SEP,p46,0.619
hydND,SEP,p48,0.656
hydND,SEP,p5,0.465
hydND,SEP,p50,0.469
hydND,SEP,p51,0.425
hydND,SEP,p52,0.581
hydND,SEP,p53,0.444
hydND,SEP,p54,0.557
hydND,SEP,p55,0.346
hydND,SEP,p56,0.338
hydND,SEP,p57,0.308
hydND,SEP,p58,0.308
hydND,SEP,p59,0.595
hydND,SEP,p6,0.221
hydND,SEP,p61,0.627
hydND,SEP,p63,0.335
