*i,month,r,value
hydSD,MAR,p53,0.661
hydSD,MAR,p54,0.866
hydSD,MAR,p55,0.786
hydSD,MAR,p56,0.781
hydSD,MAR,p57,0.721
hydSD,MAR,p58,0.769
hydSD,MAR,p59,0.861
hydSD,MAR,p6,0.814
hydSD,MAR,p61,0.849
hydSD,MAR,p63,0.714
hydSD,MAR,p64,0.712
hydSD,MAR,p65,0.777
hydSD,MAR,p66,0.726
hydSD,MAR,p67,0.679
hydSD,MAR,p68,0.811
hydSD,MAR,p69,0.809
hydSD,MAR,p7,0.875
hydSD,MAR,p70,0.802
hydSD,MAR,p71,0.771
hydSD,MAR,p72,0.866
hydSD,MAR,p73,0.842
hydSD,MAR,p74,0.938
hydSD,MAR,p75,0.916
hydSD,MAR,p76,0.935
hydSD,MAR,p77,0.936
hydSD,MAR,p78,0.932
hydSD,MAR,p8,0.898
hydSD,MAR,p80,0.866
hydSD,MAR,p81,0.865
hydSD,MAR,p82,0.768
hydSD,MAR,p83,0.804
hydSD,MAR,p84,0.852
hydSD,MAR,p85,0.809
hydSD,MAR,p86,0.659
hydSD,MAR,p87,0.734
hydSD,MAR,p88,0.764
hydSD,MAR,p89,0.764
hydSD,MAR,p9,0.853
hydSD,MAR,p90,0.784
hydSD,MAR,p91,0.795
hydSD,MAR,p92,0.822
hydSD,MAR,p93,0.798
hydSD,MAR,p94,0.782
hydSD,MAR,p95,0.781
hydSD,MAR,p96,0.79
hydSD,MAR,p97,0.834
hydSD,MAR,p98,0.774
hydSD,MAR,p99,0.847
hydSD,MAY,p1,0.822
hydSD,MAY,p10,0.866
hydSD,MAY,p100,0.844
hydSD,MAY,p101,0.747
hydSD,MAY,p103,0.911
hydSD,MAY,p104,0.923
hydSD,MAY,p105,0.813
hydSD,MAY,p106,0.811
hydSD,MAY,p107,0.834
hydSD,MAY,p108,0.767
hydSD,MAY,p109,0.794
hydSD,MAY,p110,0.839
hydSD,MAY,p111,0.819
hydSD,MAY,p112,0.85
hydSD,MAY,p113,0.837
hydSD,MAY,p114,0.832
hydSD,MAY,p115,0.85
hydSD,MAY,p116,0.856
hydSD,MAY,p117,0.864
hydSD,MAY,p118,0.857
hydSD,MAY,p119,0.856
hydSD,MAY,p12,0.847
hydSD,MAY,p121,0.849
hydSD,MAY,p122,0.86
hydSD,MAY,p123,0.856
hydSD,MAY,p126,0.866
hydSD,MAY,p127,0.878
hydSD,MAY,p129,0.912
hydSD,MAY,p130,0.916
hydSD,MAY,p131,0.9
hydSD,MAY,p132,0.88
hydSD,MAY,p134,0.869
hydSD,MAY,p14,0.911
hydSD,MAY,p15,0.852
hydSD,MAY,p16,0.734
hydSD,MAY,p17,0.852
hydSD,MAY,p18,0.748
hydSD,MAY,p19,0.759
hydSD,MAY,p2,0.854
hydSD,MAY,p20,0.742
hydSD,MAY,p21,0.669
hydSD,MAY,p24,0.89
hydSD,MAY,p25,0.855
hydSD,MAY,p26,0.874
hydSD,MAY,p27,0.893
hydSD,MAY,p28,0.821
hydSD,MAY,p3,0.878
hydSD,MAY,p31,0.853
hydSD,MAY,p32,0.761
hydSD,MAY,p33,0.795
hydSD,MAY,p34,0.802
hydSD,MAY,p35,0.783
hydSD,MAY,p36,0.815
hydSD,MAY,p38,0.822
hydSD,MAY,p39,0.887
hydSD,MAY,p4,0.901
hydSD,MAY,p40,0.867
hydSD,MAY,p41,0.882
hydSD,MAY,p42,0.742
hydSD,MAY,p43,0.86
hydSD,MAY,p44,0.844
hydSD,MAY,p45,0.858
hydSD,MAY,p46,0.907
hydSD,MAY,p48,0.669
hydSD,MAY,p5,0.818
hydSD,MAY,p50,0.738
hydSD,MAY,p51,0.754
hydSD,MAY,p52,0.807
hydSD,MAY,p53,0.661
hydSD,MAY,p54,0.866
hydSD,MAY,p55,0.786
hydSD,MAY,p56,0.781
hydSD,MAY,p57,0.721
hydSD,MAY,p58,0.769
hydSD,MAY,p59,0.861
hydSD,MAY,p6,0.814
hydSD,MAY,p61,0.849
hydSD,MAY,p63,0.714
hydSD,MAY,p64,0.712
hydSD,MAY,p65,0.777
hydSD,MAY,p66,0.726
hydSD,MAY,p67,0.679
hydSD,MAY,p68,0.811
hydSD,MAY,p69,0.809
hydSD,MAY,p7,0.875
hydSD,MAY,p70,0.802
hydSD,MAY,p71,0.771
hydSD,MAY,p72,0.866
hydSD,MAY,p73,0.842
hydSD,MAY,p74,0.938
hydSD,MAY,p75,0.916
hydSD,MAY,p76,0.935
hydSD,MAY,p77,0.936
hydSD,MAY,p78,0.932
hydSD,MAY,p8,0.898
hydSD,MAY,p80,0.866
hydSD,MAY,p81,0.865
hydSD,MAY,p82,0.768
hydSD,MAY,p83,0.804
hydSD,MAY,p84,0.852
hydSD,MAY,p85,0.809
hydSD,MAY,p86,0.659
hydSD,MAY,p87,0.734
hydSD,MAY,p88,0.764
hydSD,MAY,p89,0.764
hydSD,MAY,p9,0.853
hydSD,MAY,p90,0.784
hydSD,MAY,p91,0.795
hydSD,MAY,p92,0.822
hydSD,MAY,p93,0.798
hydSD,MAY,p94,0.782
hydSD,MAY,p95,0.781
hydSD,MAY,p96,0.79
hydSD,MAY,p97,0.834
hydSD,MAY,p98,0.774
hydSD,MAY,p99,0.847
hydSD,NOV,p1,0.744
hydSD,NOV,p10,0.558
hydSD,NOV,p100,0.697
hydSD,NOV,p101,0.696
hydSD,NOV,p103,0.705
hydSD,NOV,p104,0.798
hydSD,NOV,p105,0.698
hydSD,NOV,p106,0.63
hydSD,NOV,p107,0.669
hydSD,NOV,p108,0.778
hydSD,NOV,p109,0.701
hydSD,NOV,p110,0.662
hydSD,NOV,p111,0.637
hydSD,NOV,p112,0.699
hydSD,NOV,p113,0.651
hydSD,NOV,p114,0.654
hydSD,NOV,p115,0.746
hydSD,NOV,p116,0.734
hydSD,NOV,p117,0.688
hydSD,NOV,p118,0.699
hydSD,NOV,p119,0.723
hydSD,NOV,p12,0.457
hydSD,NOV,p121,0.691
hydSD,NOV,p122,0.74
hydSD,NOV,p123,0.693
hydSD,NOV,p126,0.758
hydSD,NOV,p127,0.733
hydSD,NOV,p129,0.693
hydSD,NOV,p130,0.711
hydSD,NOV,p131,0.754
hydSD,NOV,p132,0.754
hydSD,NOV,p134,0.656
hydSD,NOV,p14,0.495
hydSD,NOV,p15,0.487
hydSD,NOV,p16,0.431
hydSD,NOV,p17,0.569
hydSD,NOV,p18,0.462
hydSD,NOV,p19,0.411
hydSD,NOV,p2,0.716
hydSD,NOV,p20,0.467
hydSD,NOV,p21,0.386
hydSD,NOV,p24,0.436
hydSD,NOV,p25,0.485
hydSD,NOV,p26,0.532
hydSD,NOV,p27,0.536
hydSD,NOV,p28,0.625
hydSD,NOV,p3,0.633
hydSD,NOV,p31,0.392
hydSD,NOV,p32,0.535
hydSD,NOV,p33,0.499
hydSD,NOV,p34,0.455
hydSD,NOV,p35,0.51
hydSD,NOV,p36,0.532
hydSD,NOV,p38,0.518
hydSD,NOV,p39,0.458
hydSD,NOV,p4,0.74
hydSD,NOV,p40,0.502
hydSD,NOV,p41,0.541
hydSD,NOV,p42,0.504
hydSD,NOV,p43,0.639
hydSD,NOV,p44,0.342
hydSD,NOV,p45,0.487
hydSD,NOV,p46,0.566
hydSD,NOV,p48,0.372
hydSD,NOV,p5,0.851
hydSD,NOV,p50,0.498
hydSD,NOV,p51,0.443
hydSD,NOV,p52,0.569
hydSD,NOV,p53,0.415
hydSD,NOV,p54,0.491
hydSD,NOV,p55,0.597
hydSD,NOV,p56,0.648
hydSD,NOV,p57,0.577
hydSD,NOV,p58,0.663
hydSD,NOV,p59,0.366
hydSD,NOV,p6,0.788
hydSD,NOV,p61,0.374
hydSD,NOV,p63,0.521
hydSD,NOV,p64,0.547
hydSD,NOV,p65,0.486
hydSD,NOV,p66,0.637
hydSD,NOV,p67,0.524
hydSD,NOV,p68,0.294
hydSD,NOV,p69,0.38
hydSD,NOV,p7,0.507
hydSD,NOV,p70,0.358
hydSD,NOV,p71,0.36
hydSD,NOV,p72,0.512
hydSD,NOV,p73,0.675
hydSD,NOV,p74,0.796
hydSD,NOV,p75,0.776
hydSD,NOV,p76,0.681
hydSD,NOV,p77,0.611
hydSD,NOV,p78,0.622
hydSD,NOV,p8,0.818
hydSD,NOV,p80,0.661
hydSD,NOV,p81,0.563
hydSD,NOV,p82,0.499
hydSD,NOV,p83,0.63
hydSD,NOV,p84,0.727
hydSD,NOV,p85,0.657
hydSD,NOV,p86,0.68
hydSD,NOV,p87,0.712
hydSD,NOV,p88,0.756
hydSD,NOV,p89,0.744
hydSD,NOV,p9,0.649
hydSD,NOV,p90,0.756
hydSD,NOV,p91,0.759
hydSD,NOV,p92,0.755
hydSD,NOV,p93,0.719
hydSD,NOV,p94,0.753
hydSD,NOV,p95,0.746
hydSD,NOV,p96,0.755
hydSD,NOV,p97,0.754
hydSD,NOV,p98,0.707
hydSD,NOV,p99,0.695
hydSD,OCT,p1,0.376
hydSD,OCT,p10,0.6
hydSD,OCT,p100,0.499
hydSD,OCT,p101,0.494
hydSD,OCT,p103,0.404
hydSD,OCT,p104,0.558
hydSD,OCT,p105,0.398
hydSD,OCT,p106,0.325
hydSD,OCT,p107,0.322
hydSD,OCT,p108,0.308
hydSD,OCT,p109,0.225
hydSD,OCT,p110,0.251
hydSD,OCT,p111,0.257
hydSD,OCT,p112,0.282
hydSD,OCT,p113,0.306
hydSD,OCT,p114,0.291
hydSD,OCT,p115,0.37
hydSD,OCT,p116,0.292
hydSD,OCT,p117,0.265
hydSD,OCT,p118,0.408
hydSD,OCT,p119,0.334
hydSD,OCT,p12,0.484
hydSD,OCT,p121,0.365
hydSD,OCT,p122,0.384
hydSD,OCT,p123,0.383
hydSD,OCT,p126,0.518
hydSD,OCT,p127,0.434
hydSD,OCT,p129,0.477
hydSD,OCT,p130,0.521
hydSD,OCT,p131,0.459
hydSD,OCT,p132,0.457
hydSD,OCT,p134,0.55
hydSD,OCT,p14,0.382
hydSD,OCT,p15,0.527
hydSD,OCT,p16,0.65
hydSD,OCT,p17,0.534
hydSD,OCT,p18,0.623
hydSD,OCT,p19,0.504
hydSD,OCT,p2,0.384
hydSD,OCT,p20,0.66
hydSD,OCT,p21,0.648
hydSD,OCT,p24,0.468
hydSD,OCT,p25,0.608
hydSD,OCT,p26,0.583
hydSD,OCT,p27,0.645
hydSD,OCT,p28,0.63
hydSD,OCT,p3,0.426
hydSD,OCT,p31,0.603
hydSD,OCT,p32,0.595
hydSD,OCT,p33,0.731
hydSD,OCT,p34,0.627
hydSD,OCT,p35,0.669
hydSD,OCT,p36,0.624
hydSD,OCT,p38,0.6
hydSD,OCT,p39,0.506
hydSD,OCT,p4,0.552
hydSD,OCT,p40,0.584
hydSD,OCT,p41,0.597
hydSD,OCT,p42,0.56
hydSD,OCT,p43,0.625
hydSD,OCT,p44,0.411
hydSD,OCT,p45,0.563
hydSD,OCT,p46,0.619
hydSD,OCT,p48,0.656
hydSD,OCT,p5,0.465
hydSD,OCT,p50,0.469
hydSD,OCT,p51,0.425
hydSD,OCT,p52,0.581
hydSD,OCT,p53,0.444
hydSD,OCT,p54,0.557
hydSD,OCT,p55,0.346
hydSD,OCT,p56,0.338
hydSD,OCT,p57,0.308
hydSD,OCT,p58,0.308
hydSD,OCT,p59,0.595
hydSD,OCT,p6,0.221
hydSD,OCT,p61,0.627
hydSD,OCT,p63,0.335
hydSD,OCT,p64,0.427
hydSD,OCT,p65,0.629
hydSD,OCT,p66,0.27
hydSD,OCT,p67,0.334
hydSD,OCT,p68,0.392
hydSD,OCT,p69,0.45
hydSD,OCT,p7,0.631
hydSD,OCT,p70,0.369
hydSD,OCT,p71,0.321
hydSD,OCT,p72,0.503
hydSD,OCT,p73,0.283
hydSD,OCT,p74,0.696
hydSD,OCT,p75,0.691
hydSD,OCT,p76,0.652
hydSD,OCT,p77,0.634
hydSD,OCT,p78,0.518
hydSD,OCT,p8,0.592
hydSD,OCT,p80,0.446
hydSD,OCT,p81,0.441
hydSD,OCT,p82,0.182
hydSD,OCT,p83,0.317
hydSD,OCT,p84,0.324
hydSD,OCT,p85,0.333
hydSD,OCT,p86,0.225
hydSD,OCT,p87,0.277
hydSD,OCT,p88,0.26
hydSD,OCT,p89,0.29
hydSD,OCT,p9,0.435
hydSD,OCT,p90,0.365
hydSD,OCT,p91,0.466
hydSD,OCT,p92,0.404
hydSD,OCT,p93,0.254
hydSD,OCT,p94,0.495
hydSD,OCT,p95,0.552
hydSD,OCT,p96,0.557
hydSD,OCT,p97,0.511
hydSD,OCT,p98,0.474
hydSD,OCT,p99,0.423
hydSD,SEP,p1,0.376
hydSD,SEP,p10,0.6
hydSD,SEP,p100,0.499
hydSD,SEP,p101,0.494
hydSD,SEP,p103,0.404
hydSD,SEP,p104,0.558
hydSD,SEP,p105,0.398
hydSD,SEP,p106,0.325
hydSD,SEP,p107,0.322
hydSD,SEP,p108,0.308
hydSD,SEP,p109,0.225
hydSD,SEP,p110,0.251
hydSD,SEP,p111,0.257
hydSD,SEP,p112,0.282
hydSD,SEP,p113,0.306
hydSD,SEP,p114,0.291
hydSD,SEP,p115,0.37
hydSD,SEP,p116,0.292
hydSD,SEP,p117,0.265
hydSD,SEP,p118,0.408
hydSD,SEP,p119,0.334
hydSD,SEP,p12,0.484
hydSD,SEP,p121,0.365
hydSD,SEP,p122,0.384
hydSD,SEP,p123,0.383
hydSD,SEP,p126,0.518
hydSD,SEP,p127,0.434
hydSD,SEP,p129,0.477
hydSD,SEP,p130,0.521
hydSD,SEP,p131,0.459
hydSD,SEP,p132,0.457
hydSD,SEP,p134,0.55
hydSD,SEP,p14,0.382
hydSD,SEP,p15,0.527
hydSD,SEP,p16,0.65
hydSD,SEP,p17,0.534
hydSD,SEP,p18,0.623
hydSD,SEP,p19,0.504
hydSD,SEP,p2,0.384
hydSD,SEP,p20,0.66
hydSD,SEP,p21,0.648
hydSD,SEP,p24,0.468
hydSD,SEP,p25,0.608
hydSD,SEP,p26,0.583
hydSD,SEP,p27,0.645
hydSD,SEP,p28,0.63
hydSD,SEP,p3,0.426
hydSD,SEP,p31,0.603
hydSD,SEP,p32,0.595
hydSD,SEP,p33,0.731
hydSD,SEP,p34,0.627
hydSD,SEP,p35,0.669
hydSD,SEP,p36,0.624
hydSD,SEP,p38,0.6
hydSD,SEP,p39,0.506
hydSD,SEP,p4,0.552
hydSD,SEP,p40,0.584
hydSD,SEP,p41,0.597
hydSD,SEP,p42,0.56
hydSD,SEP,p43,0.625
hydSD,SEP,p44,0.411
hydSD,SEP,p45,0.563
hydSD,SEP,p46,0.619
hydSD,SEP,p48,0.656
hydSD,SEP,p5,0.465
hydSD,SEP,p50,0.469
hydSD,SEP,p51,0.425
hydSD,SEP,p52,0.581
hydSD,SEP,p53,0.444
hydSD,SEP,p54,0.557
hydSD,SEP,p55,0.346
hydSD,SEP,p56,0.338
hydSD,SEP,p57,0.308
hydSD,SEP,p58,0.308
hydSD,SEP,p59,0.595
hydSD,SEP,p6,0.221
hydSD,SEP,p61,0.627
hydSD,SEP,p63,0.335
hydSD,SEP,p64,0.427
hydSD,SEP,p65,0.629
hydSD,SEP,p66,0.27
hydSD,SEP,p67,0.334
hydSD,SEP,p68,0.392
hydSD,SEP,p69,0.45
hydSD,SEP,p7,0.631
hydSD,SEP,p70,0.369
hydSD,SEP,p71,0.321
hydSD,SEP,p72,0.503
hydSD,SEP,p73,0.283
hydSD,SEP,p74,0.696
hydSD,SEP,p75,0.691
hydSD,SEP,p76,0.652
hydSD,SEP,p77,0.634
hydSD,SEP,p78,0.518
hydSD,SEP,p8,0.592
hydSD,SEP,p80,0.446
hydSD,SEP,p81,0.441
hydSD,SEP,p82,0.182
hydSD,SEP,p83,0.317
hydSD,SEP,p84,0.324
hydSD,SEP,p85,0.333
hydSD,SEP,p86,0.225
hydSD,SEP,p87,0.277
hydSD,SEP,p88,0.26
hydSD,SEP,p89,0.29
hydSD,SEP,p9,0.435
hydSD,SEP,p90,0.365
hydSD,SEP,p91,0.466
hydSD,SEP,p92,0.404
hydSD,SEP,p93,0.254
hydSD,SEP,p94,0.495
hydSD,SEP,p95,0.552
hydSD,SEP,p96,0.557
hydSD,SEP,p97,0.511
hydSD,SEP,p98,0.474
hydSD,SEP,p99,0.423
hydSND,APR,p1,0.822
hydSND,APR,p10,0.866
hydSND,APR,p100,0.844
hydSND,APR,p101,0.747
hydSND,APR,p103,0.911
hydSND,APR,p104,0.923
hydSND,APR,p105,0.813
hydSND,APR,p106,0.811
hydSND,APR,p107,0.834
hydSND,APR,p108,0.767
hydSND,APR,p109,0.794
hydSND,APR,p110,0.839
hydSND,APR,p111,0.819
hydSND,APR,p112,0.85
hydSND,APR,p113,0.837
hydSND,APR,p114,0.832
hydSND,APR,p115,0.85
hydSND,APR,p116,0.856
hydSND,APR,p117,0.864
hydSND,APR,p118,0.857
hydSND,APR,p119,0.856
hydSND,APR,p12,0.847
hydSND,APR,p121,0.849
hydSND,APR,p122,0.86
hydSND,APR,p123,0.856
hydSND,APR,p126,0.866
hydSND,APR,p127,0.878
hydSND,APR,p129,0.912
hydSND,APR,p130,0.916
hydSND,APR,p131,0.9
hydSND,APR,p132,0.88
hydSND,APR,p134,0.869
hydSND,APR,p14,0.911
hydSND,APR,p15,0.852
hydSND,APR,p16,0.734
hydSND,APR,p17,0.852
hydSND,APR,p18,0.748
hydSND,APR,p19,0.759
hydSND,APR,p2,0.854
hydSND,APR,p20,0.742
hydSND,APR,p21,0.669
hydSND,APR,p24,0.89
hydSND,APR,p25,0.855
hydSND,APR,p26,0.874
hydSND,APR,p27,0.893
hydSND,APR,p28,0.821
hydSND,APR,p3,0.878
hydSND,APR,p31,0.853
hydSND,APR,p32,0.761
hydSND,APR,p33,0.795
hydSND,APR,p34,0.802
hydSND,APR,p35,0.783
hydSND,APR,p36,0.815
hydSND,APR,p38,0.822
hydSND,APR,p39,0.887
hydSND,APR,p4,0.901
hydSND,APR,p40,0.867
hydSND,APR,p41,0.882
hydSND,APR,p42,0.742
hydSND,APR,p43,0.86
hydSND,APR,p44,0.844
hydSND,APR,p45,0.858
hydSND,APR,p46,0.907
hydSND,APR,p48,0.669
hydSND,APR,p5,0.818
hydSND,APR,p50,0.738
hydSND,APR,p51,0.754
hydSND,APR,p52,0.807
hydSND,APR,p53,0.661
hydSND,APR,p54,0.866
hydSND,APR,p55,0.786
hydSND,APR,p56,0.781
hydSND,APR,p57,0.721
hydSND,APR,p58,0.769
hydSND,APR,p59,0.861
hydSND,APR,p6,0.814
hydSND,APR,p61,0.849
hydSND,APR,p63,0.714
hydSND,APR,p64,0.712
hydSND,APR,p65,0.777
hydSND,APR,p66,0.726
hydSND,APR,p67,0.679
hydSND,APR,p68,0.811
hydSND,APR,p69,0.809
hydSND,APR,p7,0.875
hydSND,APR,p70,0.802
hydSND,APR,p71,0.771
hydSND,APR,p72,0.866
hydSND,APR,p73,0.842
hydSND,APR,p74,0.938
hydSND,APR,p75,0.916
hydSND,APR,p76,0.935
hydSND,APR,p77,0.936
hydSND,APR,p78,0.932
hydSND,APR,p8,0.898
hydSND,APR,p80,0.866
hydSND,APR,p81,0.865
hydSND,APR,p82,0.768
hydSND,APR,p83,0.804
hydSND,APR,p84,0.852
hydSND,APR,p85,0.809
hydSND,APR,p86,0.659
hydSND,APR,p87,0.734
hydSND,APR,p88,0.764
hydSND,APR,p89,0.764
hydSND,APR,p9,0.853
hydSND,APR,p90,0.784
hydSND,APR,p91,0.795
hydSND,APR,p92,0.822
hydSND,APR,p93,0.798
hydSND,APR,p94,0.782
hydSND,APR,p95,0.781
hydSND,APR,p96,0.79
hydSND,APR,p97,0.834
hydSND,APR,p98,0.774
hydSND,APR,p99,0.847
hydSND,AUG,p1,0.624
hydSND,AUG,p10,0.839
hydSND,AUG,p100,0.494
hydSND,AUG,p101,0.526
hydSND,AUG,p103,0.47
hydSND,AUG,p104,0.61
hydSND,AUG,p105,0.551
hydSND,AUG,p106,0.485
hydSND,AUG,p107,0.501
hydSND,AUG,p108,0.309
hydSND,AUG,p109,0.314
hydSND,AUG,p110,0.36
hydSND,AUG,p111,0.45
hydSND,AUG,p112,0.475
hydSND,AUG,p113,0.52
hydSND,AUG,p114,0.496
hydSND,AUG,p115,0.415
hydSND,AUG,p116,0.389
hydSND,AUG,p117,0.395
hydSND,AUG,p118,0.506
hydSND,AUG,p119,0.36
hydSND,AUG,p12,0.775
hydSND,AUG,p121,0.418
hydSND,AUG,p122,0.385
hydSND,AUG,p123,0.426
hydSND,AUG,p126,0.488
hydSND,AUG,p127,0.424
hydSND,AUG,p129,0.495
hydSND,AUG,p130,0.537
hydSND,AUG,p131,0.453
hydSND,AUG,p132,0.434
hydSND,AUG,p134,0.574
hydSND,AUG,p14,0.746
hydSND,AUG,p15,0.852
hydSND,AUG,p16,0.962
hydSND,AUG,p17,0.821
hydSND,AUG,p18,0.917
hydSND,AUG,p19,0.916
hydSND,AUG,p2,0.63
hydSND,AUG,p20,0.94
hydSND,AUG,p21,0.955
hydSND,AUG,p24,0.86
hydSND,AUG,p25,0.772
hydSND,AUG,p26,0.837
hydSND,AUG,p27,0.852
hydSND,AUG,p28,0.742
hydSND,AUG,p3,0.754
hydSND,AUG,p31,0.857
hydSND,AUG,p32,0.738
hydSND,AUG,p33,0.932
hydSND,AUG,p34,0.893
hydSND,AUG,p35,0.925
hydSND,AUG,p36,0.902
hydSND,AUG,p38,0.832
hydSND,AUG,p39,0.888
hydSND,AUG,p4,0.854
hydSND,AUG,p40,0.907
hydSND,AUG,p41,0.869
hydSND,AUG,p42,0.706
hydSND,AUG,p43,0.751
hydSND,AUG,p44,0.737
hydSND,AUG,p45,0.862
hydSND,AUG,p46,0.693
hydSND,AUG,p48,0.838
hydSND,AUG,p5,0.463
hydSND,AUG,p50,0.65
hydSND,AUG,p51,0.678
hydSND,AUG,p52,0.939
hydSND,AUG,p53,0.711
hydSND,AUG,p54,0.84
hydSND,AUG,p55,0.546
hydSND,AUG,p56,0.552
hydSND,AUG,p57,0.409
hydSND,AUG,p58,0.425
hydSND,AUG,p59,0.897
hydSND,AUG,p6,0.317
hydSND,AUG,p61,0.892
hydSND,AUG,p63,0.478
hydSND,AUG,p64,0.522
hydSND,AUG,p65,0.764
hydSND,AUG,p66,0.399
hydSND,AUG,p67,0.455
hydSND,AUG,p68,0.725
hydSND,AUG,p69,0.759
hydSND,AUG,p7,0.943
hydSND,AUG,p70,0.725
hydSND,AUG,p71,0.665
hydSND,AUG,p72,0.793
hydSND,AUG,p73,0.414
hydSND,AUG,p74,0.793
hydSND,AUG,p75,0.746
hydSND,AUG,p76,0.713
hydSND,AUG,p77,0.732
hydSND,AUG,p78,0.645
hydSND,AUG,p8,0.624
hydSND,AUG,p80,0.612
hydSND,AUG,p81,0.667
hydSND,AUG,p82,0.428
hydSND,AUG,p83,0.507
hydSND,AUG,p84,0.455
hydSND,AUG,p85,0.497
hydSND,AUG,p86,0.315
hydSND,AUG,p87,0.36
hydSND,AUG,p88,0.357
hydSND,AUG,p89,0.379
hydSND,AUG,p9,0.615
hydSND,AUG,p90,0.479
hydSND,AUG,p91,0.558
hydSND,AUG,p92,0.51
hydSND,AUG,p93,0.344
hydSND,AUG,p94,0.552
hydSND,AUG,p95,0.579
hydSND,AUG,p96,0.57
hydSND,AUG,p97,0.589
hydSND,AUG,p98,0.466
hydSND,AUG,p99,0.453
hydSND,DEC,p1,0.744
hydSND,DEC,p10,0.558
hydSND,DEC,p100,0.697
hydSND,DEC,p101,0.696
hydSND,DEC,p103,0.705
hydSND,DEC,p104,0.798
hydSND,DEC,p105,0.698
hydSND,DEC,p106,0.63
hydSND,DEC,p107,0.669
hydSND,DEC,p108,0.778
hydSND,DEC,p109,0.701
hydSND,DEC,p110,0.662
hydSND,DEC,p111,0.637
hydSND,DEC,p112,0.699
hydSND,DEC,p113,0.651
hydSND,DEC,p114,0.654
hydSND,DEC,p115,0.746
hydSND,DEC,p116,0.734
hydSND,DEC,p117,0.688
hydSND,DEC,p118,0.699
hydSND,DEC,p119,0.723
hydSND,DEC,p12,0.457
hydSND,DEC,p121,0.691
hydSND,DEC,p122,0.74
hydSND,DEC,p123,0.693
hydSND,DEC,p126,0.758
hydSND,DEC,p127,0.733
hydSND,DEC,p129,0.693
hydSND,DEC,p130,0.711
hydSND,DEC,p131,0.754
hydSND,DEC,p132,0.754
hydSND,DEC,p134,0.656
hydSND,DEC,p14,0.495
hydSND,DEC,p15,0.487
hydSND,DEC,p16,0.431
hydSND,DEC,p17,0.569
hydSND,DEC,p18,0.462
hydSND,DEC,p19,0.411
hydSND,DEC,p2,0.716
hydSND,DEC,p20,0.467
hydSND,DEC,p21,0.386
hydSND,DEC,p24,0.436
hydSND,DEC,p25,0.485
hydSND,DEC,p26,0.532
hydSND,DEC,p27,0.536
hydSND,DEC,p28,0.625
hydSND,DEC,p3,0.633
hydSND,DEC,p31,0.392
hydSND,DEC,p32,0.535
hydSND,DEC,p33,0.499
hydSND,DEC,p34,0.455
hydSND,DEC,p35,0.51
hydSND,DEC,p36,0.532
hydSND,DEC,p38,0.518
hydSND,DEC,p39,0.458
hydSND,DEC,p4,0.74
hydSND,DEC,p40,0.502
hydSND,DEC,p41,0.541
hydSND,DEC,p42,0.504
hydSND,DEC,p43,0.639
hydSND,DEC,p44,0.342
hydSND,DEC,p45,0.487
hydSND,DEC,p46,0.566
hydSND,DEC,p48,0.372
hydSND,DEC,p5,0.851
hydSND,DEC,p50,0.498
hydSND,DEC,p51,0.443
hydSND,DEC,p52,0.569
hydSND,DEC,p53,0.415
hydSND,DEC,p54,0.491
hydSND,DEC,p55,0.597
hydSND,DEC,p56,0.648
hydSND,DEC,p57,0.577
hydSND,DEC,p58,0.663
hydSND,DEC,p59,0.366
hydSND,DEC,p6,0.788
hydSND,DEC,p61,0.374
hydSND,DEC,p63,0.521
hydSND,DEC,p64,0.547
hydSND,DEC,p65,0.486
hydSND,DEC,p66,0.637
hydSND,DEC,p67,0.524
hydSND,DEC,p68,0.294
hydSND,DEC,p69,0.38
hydSND,DEC,p7,0.507
hydSND,DEC,p70,0.358
hydSND,DEC,p71,0.36
hydSND,DEC,p72,0.512
hydSND,DEC,p73,0.675
hydSND,DEC,p74,0.796
hydSND,DEC,p75,0.776
hydSND,DEC,p76,0.681
hydSND,DEC,p77,0.611
hydSND,DEC,p78,0.622
hydSND,DEC,p8,0.818
hydSND,DEC,p80,0.661
hydSND,DEC,p81,0.563
hydSND,DEC,p82,0.499
hydSND,DEC,p83,0.63
hydSND,DEC,p84,0.727
hydSND,DEC,p85,0.657
hydSND,DEC,p86,0.68
hydSND,DEC,p87,0.712
hydSND,DEC,p88,0.756
hydSND,DEC,p89,0.744
hydSND,DEC,p9,0.649
hydSND,DEC,p90,0.756
hydSND,DEC,p91,0.759
hydSND,DEC,p92,0.755
hydSND,DEC,p93,0.719
hydSND,DEC,p94,0.753
hydSND,DEC,p95,0.746
hydSND,DEC,p96,0.755
hydSND,DEC,p97,0.754
hydSND,DEC,p98,0.707
hydSND,DEC,p99,0.695
hydSND,FEB,p1,0.744
hydSND,FEB,p10,0.558
hydSND,FEB,p100,0.697
hydSND,FEB,p101,0.696
hydSND,FEB,p103,0.705
hydSND,FEB,p104,0.798
hydSND,FEB,p105,0.698
hydSND,FEB,p106,0.63
hydSND,FEB,p107,0.669
hydSND,FEB,p108,0.778
hydSND,FEB,p109,0.701
hydSND,FEB,p110,0.662
hydSND,FEB,p111,0.637
hydSND,FEB,p112,0.699
hydSND,FEB,p113,0.651
hydSND,FEB,p114,0.654
hydSND,FEB,p115,0.746
hydSND,FEB,p116,0.734
hydSND,FEB,p117,0.688
hydSND,FEB,p118,0.699
hydSND,FEB,p119,0.723
