name,MW,year_online,trtype,certain,from_lon,from_lat,to_lon,to_lat
z134:p129~~p131,100000,0,VSC,0,-72.66583269,44.06877327,-71.79474674,42.25461052
z134:p130~~p131,100000,0,VSC,0,-71.58021877,43.67873388,-71.79474674,42.25461052
z134:p130~~p134,100000,0,VSC,0,-71.58021877,43.67873388,-69.23781577,45.35740733
z134:p131~~p132,100000,0,VSC,0,-71.79474674,42.25461052,-72.7264833,41.62044742
z134:p131~~p133,100000,0,VSC,0,-71.79474674,42.25461052,-71.55359808,41.67561684
z134:p132~~p133,100000,0,VSC,0,-72.7264833,41.62044742,-71.55359808,41.67561684
z134:p20~~p35,100000,0,VSC,0,-108.01220465,46.44019682,-105.02376919,47.140418
z134:p24~~p39,100000,0,VSC,0,-105.84340623,42.21713106,-102.67501629,41.72626681
z134:p31~~p47,100000,0,VSC,0,-106.59023968,34.6065333,-103.91132463,33.46127096
z134:p31~~p48,100000,0,VSC,0,-106.59023968,34.6065333,-101.7996265,34.84980919
z134:p32~~p38,100000,0,VSC,0,-103.3188474,44.05686287,-99.80784462,44.48705973
z134:p34~~p52,100000,0,VSC,0,-105.27644256,38.11411763,-101.03458436,38.75868385
z134:p50~~p60,100000,0,VSC,0,-97.47898472,35.29751298,-100.4866502,33.41132391
z134:p57~~p63,100000,0,VSC,0,-94.52500088,32.84787479,-97.11394036,32.36521363
