Year,Utility Name,State,Trn - Total Transmission Plant,Dis - Total Distribution Plant,Gen - Total General Plant
2002,Avista Corp,WA,7099960,22743679,737333
2001,Avista Corp,WA,9734138,27178836,1389716
2000,Avista Corp,WA,9795432,33800076,3458271
1999,Avista Corp,WA,7793978,35110715,4115306
1998,Avista Corp,WA,3800796,32097675,4927343
1997,Avista Corp,WA,11362440,32787998,3373905
1996,Avista Corp,WA,3707719,33033229,2013084
1995,Avista Corp,WA,10184490,55974647,2164293
1994,Avista Corp,WA,11331845,30920810,9546118
2019,Baltimore Gas & Electric Co,MD,129461529,269038761,29775929
2018,Baltimore Gas & Electric Co,MD,209377515,288304495,25561324
2017,Baltimore Gas & Electric Co,MD,229909849,196634868,7395868
2016,Baltimore Gas & Electric Co,MD,201430923,233268623,2999204
2015,Baltimore Gas & Electric Co,MD,106230286,245153345,1604839
2014,Baltimore Gas & Electric Co,MD,64983979,238478452,2444799
2013,Baltimore Gas & Electric Co,MD,45745962,361673001,10488015
2012,Baltimore Gas & Electric Co,MD,43699566,275977197,13149008
2011,Baltimore Gas & Electric Co,MD,111231446,257170683,20725463
2010,Baltimore Gas & Electric Co,MD,94619602,243647376,39420452
2009,Baltimore Gas & Electric Co,MD,75197674,186971054,31707001
2008,Baltimore Gas & Electric Co,MD,38937443,221507912,12589520
2007,Baltimore Gas & Electric Co,MD,20828804,203749927,1495970
2006,Baltimore Gas & Electric Co,MD,20928787,191462196,4015136
2005,Baltimore Gas & Electric Co,MD,12932628,171636824,5712621
2004,Baltimore Gas & Electric Co,MD,10171280,157839166,6924581
2003,Baltimore Gas & Electric Co,MD,17559370,164407151,4471162
2002,Baltimore Gas & Electric Co,MD,6843362,84873424,561557
2001,Baltimore Gas & Electric Co,MD,11917642,115697673,1980532
2000,Baltimore Gas & Electric Co,MD,4713046,136551513,2954544
1999,Baltimore Gas & Electric Co,MD,3661020,154943840,2921249
1998,Baltimore Gas & Electric Co,MD,5538227,146831408,5064331
1997,Baltimore Gas & Electric Co,MD,3963751,143191207,33067563
1996,Baltimore Gas & Electric Co,MD,5089756,138520733,4215468
1995,Baltimore Gas & Electric Co,MD,9891706,149052951,7561255
1994,Baltimore Gas & Electric Co,MD,59101558,112060899,7909945
1998,Beebee Island Corp,NY,0,0,0
1997,Beebee Island Corp,NY,0,0,0
1996,Beebee Island Corp,NY,0,0,0
1995,Beebee Island Corp,NY,0,0,20914
1994,Beebee Island Corp,NY,0,0,0
2013,BHE Holdings Inc,ME,591586,4780756,1676978
2012,BHE Holdings Inc,ME,1089854,3356008,1353919
2011,BHE Holdings Inc,ME,1890129,5783491,764867
2010,BHE Holdings Inc,ME,2699184,4225267,1222154
2009,BHE Holdings Inc,ME,3562060,4990358,974218
2008,BHE Holdings Inc,ME,618479,4369612,1120835
2007,BHE Holdings Inc,ME,197244,2696596,1324918
2006,BHE Holdings Inc,ME,364225,2244857,925382
2005,BHE Holdings Inc,ME,739031,2260999,698498
2004,BHE Holdings Inc,ME,259093,2929773,754702
2003,BHE Holdings Inc,ME,263563,3404661,779064
2002,BHE Holdings Inc,ME,1444673,3991750,940364
2001,BHE Holdings Inc,ME,1515600,2903365,576844
2000,BHE Holdings Inc,ME,473475,2474765,801842
1999,BHE Holdings Inc,ME,1624684,2239340,741182
1998,BHE Holdings Inc,ME,574148,1778956,732843
1997,BHE Holdings Inc,ME,250688,1596919,421905
1996,BHE Holdings Inc,ME,192981,2109353,583058
1995,BHE Holdings Inc,ME,350469,2000496,779228
1994,BHE Holdings Inc,ME,247431,2070401,868259
2002,Big Rivers Electric Corp,KY,3538149,0,852144
2001,Big Rivers Electric Corp,KY,4766084,0,426992
2000,Big Rivers Electric Corp,KY,5650839,0,381849
1999,Big Rivers Electric Corp,KY,2652854,0,297895
1998,Big Rivers Electric Corp,KY,1364241,0,988494
1997,Big Rivers Electric Corp,KY,2681510,0,570439
1996,Big Rivers Electric Corp,KY,824125,0,267017
1995,Big Rivers Electric Corp,KY,562064,0,378462
1994,Big Rivers Electric Corp,KY,3832677,0,784992
2008,Black Creek Hydro Inc,WA,0,0,0
2007,Black Creek Hydro Inc,WA,0,0,0
2005,Black Creek Hydro Inc,WA,0,0,0
2004,Black Creek Hydro Inc,WA,0,0,0
2003,Black Creek Hydro Inc,WA,0,0,0
2002,Black Creek Hydro Inc,WA,0,0,0
2001,Black Creek Hydro Inc,WA,0,0,0
2000,Black Creek Hydro Inc,WA,0,0,0
1999,Black Creek Hydro Inc,WA,0,0,0
1998,Black Creek Hydro Inc,WA,2543,0,0
1997,Black Creek Hydro Inc,WA,0,0,0
1996,Black Creek Hydro Inc,WA,0,0,0
1995,Black Creek Hydro Inc,WA,0,0,0
2019,Black Hills Colorado Electric LLC,CO,19063628,17995219,1631589
2018,Black Hills Colorado Electric LLC,CO,1477632,12183084,1024312
2017,Black Hills Colorado Electric LLC,CO,9156650,21674450,903760
2016,Black Hills Colorado Electric LLC,CO,21679698,18343131,3279454
2015,Black Hills Colorado Electric LLC,CO,5286516,25911540,8999414
2014,Black Hills Colorado Electric LLC,CO,15018904,15894728,3050430
2013,Black Hills Colorado Electric LLC,CO,8999,12951028,3123640
2012,Black Hills Colorado Electric LLC,CO,60179678,14206713,4331117
2011,Black Hills Colorado Electric LLC,CO,6939331,16289563,14302306
2010,Black Hills Colorado Electric LLC,CO,13114602,11334691,1262996
2009,Black Hills Colorado Electric LLC,CO,17034236,15566527,1657542
2008,Black Hills Colorado Electric LLC,CO,149221,6320697,482878
2019,Black Hills Power Inc,SD,27842372,41104606,27582015
2018,Black Hills Power Inc,SD,24011740,17084074,8992554
2017,Black Hills Power Inc,SD,38647010,12679773,66858567
2016,Black Hills Power Inc,SD,29830347,12816436,3976523
2015,Black Hills Power Inc,SD,1832424,18713864,3096747
2014,Black Hills Power Inc,SD,676297,22116775,8050585
2013,Black Hills Power Inc,SD,351569,14230313,3445453
2012,Black Hills Power Inc,SD,318425,17514286,4176678
2011,Black Hills Power Inc,SD,2292149,21218934,1112046
2010,Black Hills Power Inc,SD,29220512,16073329,-238882
2009,Black Hills Power Inc,SD,16493346,16469286,8293834
2008,Black Hills Power Inc,SD,758820,15209506,1680548
2007,Black Hills Power Inc,SD,1457213,16450422,4489655
2006,Black Hills Power Inc,SD,363368,12198173,2671290
2005,Black Hills Power Inc,SD,485663,11483543,1844939
2004,Black Hills Power Inc,SD,688149,9302357,1416401
2003,Black Hills Power Inc,SD,28578033,8200085,1979752
2002,Black Hills Power Inc,SD,4274621,8002002,3144509
2001,Black Hills Power Inc,SD,3526589,8310353,1778835
2000,Black Hills Power Inc,SD,3950678,10084045,3212351
1999,Black Hills Power Inc,SD,3211557,6508740,913774
1998,Black Hills Power Inc,SD,1772975,6694486,948126
1997,Black Hills Power Inc,SD,4434032,7516516,1927720
1996,Black Hills Power Inc,SD,1154318,5805579,1902023
1995,Black Hills Power Inc,SD,5038668,7999071,698744
1994,Black Hills Power Inc,SD,3484286,6948366,2057716
2000,Blackstone Valley Electric Co,MA,0,1123085,99888
1999,Blackstone Valley Electric Co,MA,252769,4477090,192834
1998,Blackstone Valley Electric Co,MA,35761,3836052,193253
1997,Blackstone Valley Electric Co,MA,186562,3188576,20118
1996,Blackstone Valley Electric Co,MA,125326,3984213,754654
1995,Blackstone Valley Electric Co,MA,-575256,3728578,58338
1994,Blackstone Valley Electric Co,MA,802454,4078302,268858
2006,Boston Edison Co,MA,142191330,134456256,5933427
2005,Boston Edison Co,MA,20968824,153218228,2169319
2004,Boston Edison Co,MA,3688726,154183064,5628348
2003,Boston Edison Co,MA,13246403,165735336,-3888021
2002,Boston Edison Co,MA,63501338,138143796,26354098
2001,Boston Edison Co,MA,16932257,145586681,7385986
2000,Boston Edison Co,MA,32546608,54535061,5466525
1999,Boston Edison Co,MA,4154844,74426714,16965436
1998,Boston Edison Co,MA,14620279,70179688,4938116
1997,Boston Edison Co,MA,13670719,72209704,2353498
1996,Boston Edison Co,MA,18396813,109504853,6203346
1995,Boston Edison Co,MA,14524165,172015648,1205577
1994,Boston Edison Co,MA,3042070,66942290,25751506
2004,Bridger Valley Electric Association Inc,WY,42502,749196,157879
1997,Bridger Valley Electric Association Inc,WY,0,282908,349288
2013,Buckeye Power Inc,OH,2983,0,6047805
2012,Buckeye Power Inc,OH,7810451,0,18288939
2011,Buckeye Power Inc,OH,250027,0,868671
2010,Buckeye Power Inc,OH,0,0,605498
2009,Buckeye Power Inc,OH,0,0,91403
2008,Buckeye Power Inc,OH,0,0,283748
2007,Buckeye Power Inc,OH,0,0,1757119
2006,Buckeye Power Inc,OH,0,0,1846100
2005,Buckeye Power Inc,OH,0,0,1376162
2004,Buckeye Power Inc,OH,0,0,449573
2003,Buckeye Power Inc,OH,0,0,165912
2002,Buckeye Power Inc,OH,0,0,675155
2001,Buckeye Power Inc,OH,0,0,554133
2000,Buckeye Power Inc,OH,0,0,0
2019,California Independent System Operator Corp,CA,0,0,0
2018,California Independent System Operator Corp,CA,0,0,0
2017,California Independent System Operator Corp,CA,0,0,0
2016,California Independent System Operator Corp,CA,0,0,0
2015,California Independent System Operator Corp,CA,0,0,0
2014,California Independent System Operator Corp,CA,0,0,0
2013,California Independent System Operator Corp,CA,0,0,0
2012,California Independent System Operator Corp,CA,0,0,0
2011,California Independent System Operator Corp,CA,0,0,0
2010,California Independent System Operator Corp,CA,0,0,9781658
2009,California Independent System Operator Corp,CA,0,0,2930053
2008,California Independent System Operator Corp,CA,0,0,7078239
2007,California Independent System Operator Corp,CA,0,0,5219319
2006,California Independent System Operator Corp,CA,0,0,5761931
2005,California Independent System Operator Corp,CA,0,0,960896
2004,California Independent System Operator Corp,CA,0,0,7825875
2003,California Independent System Operator Corp,CA,0,0,4527117
2002,California Independent System Operator Corp,CA,0,0,2289774
2001,California Independent System Operator Corp,CA,0,0,5523507
2000,California Independent System Operator Corp,CA,0,0,2200474
1999,California Independent System Operator Corp,CA,0,0,2498217
1998,California Independent System Operator Corp,CA,0,0,34988877
2000,California Power Exchange Corp,CA,0,0,2928305
1999,California Power Exchange Corp,CA,0,0,2351096
1998,California Power Exchange Corp,CA,0,0,13600628
2019,CalPeco LLC,,0,22963506,8216101
2018,CalPeco LLC,,0,22439723,50667
2017,CalPeco LLC,,0,10910852,1112382
2003,Calumet Energy Team LLC,IL,0,0,0
2006,Cambridge Electric Light Co,MA,-167112,11786667,214493
2005,Cambridge Electric Light Co,MA,4735771,26308675,-230142
2004,Cambridge Electric Light Co,MA,10177275,4633029,194636
2003,Cambridge Electric Light Co,MA,538189,10070039,98273
2002,Cambridge Electric Light Co,MA,-2694606,11294675,3130251
2001,Cambridge Electric Light Co,MA,2548746,2009478,0
2000,Cambridge Electric Light Co,MA,0,3203727,0
1999,Cambridge Electric Light Co,MA,0,4267974,36968
1998,Cambridge Electric Light Co,MA,21845,5296468,567838
1997,Cambridge Electric Light Co,MA,192662,3523826,215662
1996,Cambridge Electric Light Co,MA,103938,3620023,460362
1995,Cambridge Electric Light Co,MA,0,4013109,1261870
1994,Cambridge Electric Light Co,MA,2634,3660490,144612
2002,Canal Electric Co,MA,0,0,0
2001,Canal Electric Co,MA,0,0,0
2000,Canal Electric Co,MA,0,0,0
1999,Canal Electric Co,MA,0,0,22048
1998,Canal Electric Co,MA,3375,0,147959
1997,Canal Electric Co,MA,271338,0,96009
1996,Canal Electric Co,MA,0,0,61278
1995,Canal Electric Co,MA,18037,0,144790
1994,Canal Electric Co,MA,27455,0,197603
2019,Catalyst Old River Hydroelectric LP,LA,0,0,0
2018,Catalyst Old River Hydroelectric LP,LA,0,0,44166
2017,Catalyst Old River Hydroelectric LP,LA,0,0,0
2016,Catalyst Old River Hydroelectric LP,LA,0,0,0
2015,Catalyst Old River Hydroelectric LP,LA,0,0,5
2014,Catalyst Old River Hydroelectric LP,LA,0,0,0
2013,Catalyst Old River Hydroelectric LP,LA,0,0,330871
2012,Catalyst Old River Hydroelectric LP,LA,0,0,546078
2010,Catalyst Old River Hydroelectric LP,LA,0,0,0
2009,Catalyst Old River Hydroelectric LP,LA,0,0,51906
2008,Catalyst Old River Hydroelectric LP,LA,0,0,37086
2007,Catalyst Old River Hydroelectric LP,LA,0,0,55167
2006,Catalyst Old River Hydroelectric LP,LA,0,0,64102
2005,Catalyst Old River Hydroelectric LP,LA,0,0,77687
2004,Catalyst Old River Hydroelectric LP,LA,0,0,54565
2003,Catalyst Old River Hydroelectric LP,LA,0,0,94060
2002,Catalyst Old River Hydroelectric LP,LA,0,0,17480
2001,Catalyst Old River Hydroelectric LP,LA,0,0,121399
2000,Catalyst Old River Hydroelectric LP,LA,0,0,139078
1999,Catalyst Old River Hydroelectric LP,LA,0,0,78803
1998,Catalyst Old River Hydroelectric LP,LA,0,0,67381
1997,Catalyst Old River Hydroelectric LP,LA,0,0,180424
1996,Catalyst Old River Hydroelectric LP,LA,0,0,33152
1995,Catalyst Old River Hydroelectric LP,LA,0,0,86478
1994,Catalyst Old River Hydroelectric LP,LA,0,0,9365
2019,CenterPoint Energy Houston Electric LLC,TX,291333815,454697136,93766416
2018,CenterPoint Energy Houston Electric LLC,TX,352730085,461038042,95159005
2017,CenterPoint Energy Houston Electric LLC,TX,371466933,420163690,34224797
2016,CenterPoint Energy Houston Electric LLC,TX,232762376,423847983,62263429
2015,CenterPoint Energy Houston Electric LLC,TX,175439623,507692329,230154574
2014,CenterPoint Energy Houston Electric LLC,TX,123177394,409069081,156588013
2013,CenterPoint Energy Houston Electric LLC,TX,99927205,306547073,86398472
2012,CenterPoint Energy Houston Electric LLC,TX,125359958,287762637,86943497
2011,CenterPoint Energy Houston Electric LLC,TX,61035061,314270841,48034845
2010,CenterPoint Energy Houston Electric LLC,TX,55706842,281056495,29918930
2009,CenterPoint Energy Houston Electric LLC,TX,54433855,248594684,80213739
2008,CenterPoint Energy Houston Electric LLC,TX,61859168,227466516,25176702
2007,CenterPoint Energy Houston Electric LLC,TX,164190217,225958256,18044907
2006,CenterPoint Energy Houston Electric LLC,TX,39466846,225628446,22513583
2005,CenterPoint Energy Houston Electric LLC,TX,34674351,226864238,82913017
2004,CenterPoint Energy Houston Electric LLC,TX,44149846,163455744,17639279
2003,CenterPoint Energy Houston Electric LLC,TX,40481213,159531042,10006186
2002,CenterPoint Energy Houston Electric LLC,TX,151222136,209932758,36288867
2001,CenterPoint Energy Houston Electric LLC,TX,110705436,282983782,49835128
2000,CenterPoint Energy Houston Electric LLC,TX,22168046,251463980,82380451
1999,CenterPoint Energy Houston Electric LLC,TX,26853165,274736667,111728042
1998,CenterPoint Energy Houston Electric LLC,TX,34486923,214340905,111158623
1997,CenterPoint Energy Houston Electric LLC,TX,7814648,138919616,67510680
1996,CenterPoint Energy Houston Electric LLC,TX,11044814,134087981,211884786
1995,CenterPoint Energy Houston Electric LLC,TX,53294886,118156210,26958490
1994,CenterPoint Energy Houston Electric LLC,TX,39751025,156281883,58443834
2019,Central Hudson Gas & Electric Corp,NY,16816004,83354839,730585
2018,Central Hudson Gas & Electric Corp,NY,43906208,52354838,152174
2017,Central Hudson Gas & Electric Corp,NY,31352522,49710505,1448785
2016,Central Hudson Gas & Electric Corp,NY,20040222,49968120,83755
2015,Central Hudson Gas & Electric Corp,NY,27937183,52510503,135334
2014,Central Hudson Gas & Electric Corp,NY,16180496,35593154,0
2013,Central Hudson Gas & Electric Corp,NY,14918880,45479793,0
2012,Central Hudson Gas & Electric Corp,NY,20260073,45248237,317746
2011,Central Hudson Gas & Electric Corp,NY,10009394,40377897,11992
2010,Central Hudson Gas & Electric Corp,NY,11379375,49413689,68502
2009,Central Hudson Gas & Electric Corp,NY,10380224,39078002,74509
2008,Central Hudson Gas & Electric Corp,NY,20291642,31997445,0
2007,Central Hudson Gas & Electric Corp,NY,4898427,40857787,0
2006,Central Hudson Gas & Electric Corp,NY,2148684,34678234,24278
2005,Central Hudson Gas & Electric Corp,NY,10174494,32576899,0
2004,Central Hudson Gas & Electric Corp,NY,11723990,41860810,25634
2003,Central Hudson Gas & Electric Corp,NY,9932028,44390370,1764
2002,Central Hudson Gas & Electric Corp,NY,4538199,19423610,6850
2001,Central Hudson Gas & Electric Corp,NY,14399615,21588288,17421
2000,Central Hudson Gas & Electric Corp,NY,4389298,22744245,104767
1999,Central Hudson Gas & Electric Corp,NY,9203564,20631098,777602
1998,Central Hudson Gas & Electric Corp,NY,12258678,21887962,-77168
1997,Central Hudson Gas & Electric Corp,NY,1632949,13006054,2636125
1996,Central Hudson Gas & Electric Corp,NY,3620259,19236991,19351
1995,Central Hudson Gas & Electric Corp,NY,9099381,14490574,939258
1994,Central Hudson Gas & Electric Corp,NY,2774781,12157276,2583996
2019,Central Maine Power Co,ME,58077268,64197769,62343657
2018,Central Maine Power Co,ME,114052674,48420597,29025556
2017,Central Maine Power Co,ME,46257034,99395789,50756603
2016,Central Maine Power Co,ME,60356627,63971269,31578545
2015,Central Maine Power Co,ME,419189158,18842451,17247925
2014,Central Maine Power Co,ME,376457995,62110609,14120061
2013,Central Maine Power Co,ME,363456832,55111201,19133291
2012,Central Maine Power Co,ME,326025958,57213027,21903036
2011,Central Maine Power Co,ME,87885769,78555236,37064306
2010,Central Maine Power Co,ME,20636193,52431263,2168975
2009,Central Maine Power Co,ME,44549845,50949197,6296025
2008,Central Maine Power Co,ME,84332796,42406873,10912753
2007,Central Maine Power Co,ME,41386528,38920606,12827614
2006,Central Maine Power Co,ME,14679279,29290420,8923734
2005,Central Maine Power Co,ME,11701223,31523882,7853459
2004,Central Maine Power Co,ME,13379541,33166875,3532400
2003,Central Maine Power Co,ME,2454095,29484994,2730878
2002,Central Maine Power Co,ME,9099652,26155785,2658503
2001,Central Maine Power Co,ME,9110592,40767575,3755743
2000,Central Maine Power Co,ME,26226181,32632759,8907678
1999,Central Maine Power Co,ME,1216847,29925467,7427455
1998,Central Maine Power Co,ME,1433326,29849839,9315830
1997,Central Maine Power Co,ME,2707062,26383125,6957976
1996,Central Maine Power Co,ME,2494847,28012549,8395472
1995,Central Maine Power Co,ME,4667971,31382199,4684879
1994,Central Maine Power Co,ME,4337244,25394027,6850094
2012,Central Vermont Public Service Corp,VT,1397672,20637188,5747194
2011,Central Vermont Public Service Corp,VT,4815162,17020049,3063539
2010,Central Vermont Public Service Corp,VT,2657961,13894559,2483786
2009,Central Vermont Public Service Corp,VT,12990889,15560688,3897251
2008,Central Vermont Public Service Corp,VT,1020400,16472946,2761439
2007,Central Vermont Public Service Corp,VT,3140003,22457560,2173576
2006,Central Vermont Public Service Corp,VT,1429431,14313053,1312689
2005,Central Vermont Public Service Corp,VT,1566195,12274113,1367052
2004,Central Vermont Public Service Corp,VT,2227017,13032749,1518359
2003,Central Vermont Public Service Corp,VT,1955329,9396331,1633340
2002,Central Vermont Public Service Corp,VT,1720493,15084086,2452196
2001,Central Vermont Public Service Corp,VT,1716256,9956360,1775540
2000,Central Vermont Public Service Corp,VT,982152,3708270,2323530
1999,Central Vermont Public Service Corp,VT,775703,6187570,3719311
1998,Central Vermont Public Service Corp,VT,2713402,11369139,349616
1997,Central Vermont Public Service Corp,VT,1456155,11493458,325931
1996,Central Vermont Public Service Corp,VT,1570179,8781502,1608600
1995,Central Vermont Public Service Corp,VT,982436,17732928,1584338
1994,Central Vermont Public Service Corp,VT,704854,12323879,1195598
1995,Century Power Corp,TX,0,0,0
1994,Century Power Corp,TX,0,0,0
2003,Chattahoochee EMC,GA,0,0,0
