Year,Utility Name,State,Trn - Total Transmission Plant,Dis - Total Distribution Plant,Gen - Total General Plant
2009,DTE Electric Co,MI,18065070,324093806,70534141
2008,DTE Electric Co,MI,16001298,370790509,103368140
2007,DTE Electric Co,MI,18009662,127479087,30611306
2006,DTE Electric Co,MI,7096198,218527573,40144071
2005,DTE Electric Co,MI,372878,76410805,21772942
2004,DTE Electric Co,MI,18366,267038847,52034497
2003,DTE Electric Co,MI,-586870,232107538,37035956
2002,DTE Electric Co,MI,2575308,214472551,40062249
2001,DTE Electric Co,MI,28249583,248934484,24753223
2000,DTE Electric Co,MI,18686862,253761590,62612847
1999,DTE Electric Co,MI,23212904,237499099,62370591
1998,DTE Electric Co,MI,4646706,234637839,68011137
1997,DTE Electric Co,MI,48202314,250813753,60301169
1996,DTE Electric Co,MI,32291317,248676384,52119462
1995,DTE Electric Co,MI,19529883,198338084,64374971
1994,DTE Electric Co,MI,34422117,229956837,68833138
2019,Duke Energy Carolinas,NC,453059966,947018505,150978491
2018,Duke Energy Carolinas,NC,260617660,861928953,134413301
2017,Duke Energy Carolinas,NC,340598836,733301069,241956532
2016,Duke Energy Carolinas,NC,189141094,554486461,80669481
2015,Duke Energy Carolinas,NC,201451690,467466433,55366362
2014,Duke Energy Carolinas,NC,137959818,414986088,80598926
2013,Duke Energy Carolinas,NC,243440920,389737879,28966376
2012,Duke Energy Carolinas,NC,142904967,377254485,52672368
2011,Duke Energy Carolinas,NC,141862611,309414417,148136205
2010,Duke Energy Carolinas,NC,144031672,337698682,30122131
2009,Duke Energy Carolinas,NC,100047528,394017178,30718402
2008,Duke Energy Carolinas,NC,113005039,453764833,44627794
2007,Duke Energy Carolinas,NC,112669547,474702465,27645495
2006,Duke Energy Carolinas,NC,105358571,462960447,41725275
2005,Duke Energy Carolinas,NC,109013528,449632042,22801980
2004,Duke Energy Carolinas,NC,90274157,439722477,9067170
2003,Duke Energy Carolinas,NC,69104582,293462991,9101686
2002,Duke Energy Carolinas,NC,82156418,377518767,30989980
2001,Duke Energy Carolinas,NC,51650036,386990011,34402137
2000,Duke Energy Carolinas,NC,50123148,353026143,24506951
1999,Duke Energy Carolinas,NC,25178600,260889817,22256456
1998,Duke Energy Carolinas,NC,35049237,287168823,41498795
1997,Duke Energy Carolinas,NC,27787542,258709770,45219212
1996,Duke Energy Carolinas,NC,22128221,225956238,67804489
1995,Duke Energy Carolinas,NC,51041273,219154769,60158213
1994,Duke Energy Carolinas,NC,36471666,213313179,76191471
2019,Duke Energy Florida,FL,459565710,745931091,82114072
2018,Duke Energy Florida,FL,290747654,414675614,61416638
2017,Duke Energy Florida,FL,266600716,405085489,32503431
2016,Duke Energy Florida,FL,181877321,359490686,58030147
2015,Duke Energy Florida,FL,188166571,332869948,39314347
2014,Duke Energy Florida,FL,189166773,216050561,36814843
2013,Duke Energy Florida,FL,239043441,205839277,44177448
2012,Duke Energy Florida,FL,148412886,199689407,19424756
2011,Duke Energy Florida,FL,138315790,163815713,25505956
2010,Duke Energy Florida,FL,179887295,176875327,28088702
2009,Duke Energy Florida,FL,240826472,189850099,20523112
2008,Duke Energy Florida,FL,201727673,203031795,18190227
2007,Duke Energy Florida,FL,133193675,207500433,32985628
2006,Duke Energy Florida,FL,125581315,299933956,48005303
2005,Duke Energy Florida,FL,36462382,195548971,15758302
2004,Duke Energy Florida,FL,54011695,230127328,37081743
2003,Duke Energy Florida,FL,37897688,186531597,96342443
2002,Duke Energy Florida,FL,63768060,190752332,12518588
2001,Duke Energy Florida,FL,16425063,142209706,4679758
2000,Duke Energy Florida,FL,24213998,135879176,10874585
1999,Duke Energy Florida,FL,20057454,137574744,32909933
1998,Duke Energy Florida,FL,27740727,120853989,21904950
1997,Duke Energy Florida,FL,16512171,122464188,34902444
1996,Duke Energy Florida,FL,28317489,115800136,14955387
1995,Duke Energy Florida,FL,62374019,129335948,27831697
1994,Duke Energy Florida,FL,40112261,140994557,58291245
2019,Duke Energy Indiana,IN,155902161,405844984,76235722
2018,Duke Energy Indiana,IN,170314287,296719745,38330991
2017,Duke Energy Indiana,IN,142416758,272419829,63411370
2016,Duke Energy Indiana,IN,100888916,173159831,45012295
2015,Duke Energy Indiana,IN,74031833,167360308,30942052
2014,Duke Energy Indiana,IN,118824598,123445402,39905678
2013,Duke Energy Indiana,IN,115011081,114686513,18192513
2012,Duke Energy Indiana,IN,79663017,119014685,22826438
2011,Duke Energy Indiana,IN,48766730,86608348,16177517
2010,Duke Energy Indiana,IN,36043034,93611485,18646394
2009,Duke Energy Indiana,IN,51645702,105133435,22113965
2008,Duke Energy Indiana,IN,23354951,92612888,15171062
2007,Duke Energy Indiana,IN,64684606,130486726,27357616
2006,Duke Energy Indiana,IN,34842366,64841519,3571442
2005,Duke Energy Indiana,IN,30679511,86475436,9713162
2004,Duke Energy Indiana,IN,24020895,95577693,6327829
2003,Duke Energy Indiana,IN,36486361,62716601,5158092
2002,Duke Energy Indiana,IN,28547071,88222696,6787803
2001,Duke Energy Indiana,IN,34064421,81025651,3718007
2000,Duke Energy Indiana,IN,23149922,73768481,13321358
1999,Duke Energy Indiana,IN,20834782,75463714,5577602
1998,Duke Energy Indiana,IN,20069745,82794277,4633723
1997,Duke Energy Indiana,IN,10671734,94364788,806084
1996,Duke Energy Indiana,IN,7631968,77979653,1849747
1995,Duke Energy Indiana,IN,29856356,99337699,7968175
1994,Duke Energy Indiana,IN,25705802,93737457,8213593
2019,Duke Energy Kentucky,OH,8264786,55826905,2121225
2018,Duke Energy Kentucky,OH,829325,46569698,1587315
2017,Duke Energy Kentucky,OH,2730214,34942343,1395516
2016,Duke Energy Kentucky,OH,700156,19097360,5436415
2015,Duke Energy Kentucky,OH,4935187,22197041,342062
2014,Duke Energy Kentucky,OH,7570633,18659256,359941
2013,Duke Energy Kentucky,OH,1006556,15744422,398149
2012,Duke Energy Kentucky,OH,1906854,17385913,-220410
2011,Duke Energy Kentucky,OH,505629,11887177,1666641
2010,Duke Energy Kentucky,OH,259294,15580937,1991073
2009,Duke Energy Kentucky,OH,833557,14978110,555125
2008,Duke Energy Kentucky,OH,488498,17525812,372464
2007,Duke Energy Kentucky,OH,5354614,19629737,161665
2006,Duke Energy Kentucky,OH,1452621,12647726,129505
2005,Duke Energy Kentucky,OH,968769,13845508,-7901
2004,Duke Energy Kentucky,OH,671787,12603338,-28989
2003,Duke Energy Kentucky,OH,4489156,13951816,39619
2002,Duke Energy Kentucky,OH,2172570,8525755,98264
2001,Duke Energy Kentucky,OH,131426,16966942,48422
2000,Duke Energy Kentucky,OH,1405881,11239178,44865
1999,Duke Energy Kentucky,OH,316992,11123396,61409
1998,Duke Energy Kentucky,OH,222686,10482283,19591963
1997,Duke Energy Kentucky,OH,178582,10229849,11049
1996,Duke Energy Kentucky,OH,568898,8012046,0
1995,Duke Energy Kentucky,OH,654536,11830047,31245
1994,Duke Energy Kentucky,OH,449953,9542233,10640
2019,Duke Energy Ohio,OH,132607091,278443824,29918656
2018,Duke Energy Ohio,OH,206769462,207517570,26780636
2017,Duke Energy Ohio,OH,49639936,205811462,8074705
2016,Duke Energy Ohio,OH,56485739,180887611,18464778
2015,Duke Energy Ohio,OH,55836718,105919659,6854042
2014,Duke Energy Ohio,OH,25831917,80946353,21845691
2013,Duke Energy Ohio,OH,45539109,113700274,34028749
2012,Duke Energy Ohio,OH,26233910,141800282,42449621
2011,Duke Energy Ohio,OH,12396142,108519322,10871232
2010,Duke Energy Ohio,OH,5850693,93289187,39838300
2009,Duke Energy Ohio,OH,24188989,93882867,27462218
2008,Duke Energy Ohio,OH,28317314,75705765,2187048
2007,Duke Energy Ohio,OH,20130769,105802913,1823422
2006,Duke Energy Ohio,OH,30145320,50545755,1009693
2005,Duke Energy Ohio,OH,30769226,59084933,-134169
2004,Duke Energy Ohio,OH,18427857,76940430,3711290
2003,Duke Energy Ohio,OH,13847374,59802833,1418876
2002,Duke Energy Ohio,OH,5483767,57705099,1968601
2001,Duke Energy Ohio,OH,32465529,61082285,2125720
2000,Duke Energy Ohio,OH,9126903,61624265,1967005
1999,Duke Energy Ohio,OH,8399673,52275647,1437664
1998,Duke Energy Ohio,OH,15599234,54472863,463404
1997,Duke Energy Ohio,OH,10344850,52102423,1234312
1996,Duke Energy Ohio,OH,11824981,48768098,923146
1995,Duke Energy Ohio,OH,10751244,49714003,517534
1994,Duke Energy Ohio,OH,18899959,60809742,1702906
2019,Duke Energy Progress,NC,244715496,661127767,83024402
2018,Duke Energy Progress,NC,171758268,596145535,82076259
2017,Duke Energy Progress,NC,167725489,456461861,64871960
2016,Duke Energy Progress,NC,137888317,417747108,33302911
2015,Duke Energy Progress,NC,95586934,341229561,17611082
2014,Duke Energy Progress,NC,114662543,242406139,46544230
2013,Duke Energy Progress,NC,189440272,179179698,47729839
2012,Duke Energy Progress,NC,146756771,214549404,43557958
2011,Duke Energy Progress,NC,215868225,227255853,38196260
2010,Duke Energy Progress,NC,99573476,218830720,27265288
2009,Duke Energy Progress,NC,85550808,185331332,31526745
2008,Duke Energy Progress,NC,106004812,199793966,33183983
2007,Duke Energy Progress,NC,67968130,177133824,9553330
2006,Duke Energy Progress,NC,52000028,214905140,18463886
2005,Duke Energy Progress,NC,51833025,148249487,12846668
2004,Duke Energy Progress,NC,70679262,173096540,38962240
2003,Duke Energy Progress,NC,27145273,216757648,48157185
2002,Duke Energy Progress,NC,38526376,297380995,17994751
2001,Duke Energy Progress,NC,33245155,213234451,14500984
2000,Duke Energy Progress,NC,43455825,190662895,27988184
1999,Duke Energy Progress,NC,35188832,247514257,30014135
1998,Duke Energy Progress,NC,37782656,168654708,20005159
1997,Duke Energy Progress,NC,14449825,158628496,28509267
1996,Duke Energy Progress,NC,30279146,162955706,32582070
1995,Duke Energy Progress,NC,35732352,125875468,18956276
1994,Duke Energy Progress,NC,10677316,120825894,57736480
2019,Duquesne Light Co,PA,18145758,181399257,34373576
2018,Duquesne Light Co,PA,36112888,216864049,30853373
2017,Duquesne Light Co,PA,27709403,166433779,21804366
2016,Duquesne Light Co,PA,99206509,125143241,27867836
2015,Duquesne Light Co,PA,16683768,122883044,19258512
2014,Duquesne Light Co,PA,34579826,120190463,30060773
2013,Duquesne Light Co,PA,59054790,118855848,21153454
2012,Duquesne Light Co,PA,64450956,122522913,17575304
2011,Duquesne Light Co,PA,57432649,106786145,15910343
2010,Duquesne Light Co,PA,74090641,157428075,15420125
2009,Duquesne Light Co,PA,71548379,103893675,17760640
2008,Duquesne Light Co,PA,7904937,74241312,6965876
2007,Duquesne Light Co,PA,72988588,59094616,4453544
2006,Duquesne Light Co,PA,36508455,105432993,43162916
2005,Duquesne Light Co,PA,12539865,130700853,35591122
2004,Duquesne Light Co,PA,2257978,62153660,14505581
2003,Duquesne Light Co,PA,4481637,53632167,13070614
2002,Duquesne Light Co,PA,2639482,50720924,8102034
2001,Duquesne Light Co,PA,-724790,51958102,20855726
2000,Duquesne Light Co,PA,1714955,67116131,21463910
1999,Duquesne Light Co,PA,9984564,39902534,13303202
1998,Duquesne Light Co,PA,217359,26941237,13080784
1997,Duquesne Light Co,PA,-1376939,42808099,9265509
1996,Duquesne Light Co,PA,7285402,36507416,9860071
1995,Duquesne Light Co,PA,1037070,33733176,18945788
1994,Duquesne Light Co,PA,596816,47067648,21962419
2013,EAM Nelson Holding LLC,LA,0,0,2335
2012,EAM Nelson Holding LLC,LA,0,0,0
2011,EAM Nelson Holding LLC,LA,1181730,0,0
2004,East Texas Electric Coop Inc,TX,210812,0,129639
2003,East Texas Electric Coop Inc,TX,90305,0,0
2002,East Texas Electric Coop Inc,TX,112670,0,0
2001,East Texas Electric Coop Inc,TX,603178,0,6271
2000,East Texas Electric Coop Inc,TX,772948,0,0
1999,East Texas Electric Coop Inc,TX,10295687,0,6250
1998,East Texas Electric Coop Inc,TX,31412882,0,0
1997,East Texas Electric Coop Inc,TX,0,0,0
2000,Eastern Edison Co,MA,0,3661461,32130
1999,Eastern Edison Co,MA,76668,8343400,124626
1998,Eastern Edison Co,MA,783978,8360581,283696
1997,Eastern Edison Co,MA,595676,9524873,554648
1996,Eastern Edison Co,MA,103486,7250588,87179
1995,Eastern Edison Co,MA,148698,8241972,66645
1994,Eastern Edison Co,MA,226001,10314604,95662
2009,Edison Sault Electric Co,MI,0,2142358,1046840
2008,Edison Sault Electric Co,MI,0,1067778,522754
2007,Edison Sault Electric Co,MI,0,2498828,956970
2006,Edison Sault Electric Co,MI,0,2867499,585544
2005,Edison Sault Electric Co,MI,0,1986538,429071
2004,Edison Sault Electric Co,MI,0,1660975,310932
2003,Edison Sault Electric Co,MI,0,2825761,436397
2002,Edison Sault Electric Co,MI,0,2743566,319050
2001,Edison Sault Electric Co,MI,0,6663687,321468
2000,Edison Sault Electric Co,MI,21263879,2117643,341709
1999,Edison Sault Electric Co,MI,372705,2075399,448807
1998,Edison Sault Electric Co,MI,518351,2067061,504116
1997,Edison Sault Electric Co,MI,288427,1923653,418486
1996,Edison Sault Electric Co,MI,240380,1822385,625796
1995,Edison Sault Electric Co,MI,325140,2128013,239238
1994,Edison Sault Electric Co,MI,691559,2220004,364334
2019,El Paso Electric Co,TX,20642104,113318389,17875879
2018,El Paso Electric Co,TX,39215597,79198236,13239816
2017,El Paso Electric Co,TX,23974743,65505562,23017688
2016,El Paso Electric Co,TX,45813562,65908113,27182178
2015,El Paso Electric Co,TX,27893285,56154542,57182327
2014,El Paso Electric Co,TX,9078959,69379441,26569548
2013,El Paso Electric Co,TX,32989874,54440904,10824154
2012,El Paso Electric Co,TX,14596336,54913556,6222107
2011,El Paso Electric Co,TX,20244797,55384070,17519676
2010,El Paso Electric Co,TX,1397553,49044416,7321596
2009,El Paso Electric Co,TX,11958233,60056039,10135528
2008,El Paso Electric Co,TX,21541259,63121737,28033940
2007,El Paso Electric Co,TX,2690256,65542736,18027416
2006,El Paso Electric Co,TX,984945,15981510,3974636
2005,El Paso Electric Co,TX,899192,28745394,7273140
2004,El Paso Electric Co,TX,3490153,27371280,10107384
2003,El Paso Electric Co,TX,15805917,35216635,4093571
2002,El Paso Electric Co,TX,2049288,25783979,5828081
2001,El Paso Electric Co,TX,1107658,26771136,5502158
2000,El Paso Electric Co,TX,5828591,25111089,3509140
1999,El Paso Electric Co,TX,4894894,25816804,6459151
1998,El Paso Electric Co,TX,3091986,25342799,6913533
1997,El Paso Electric Co,TX,3972556,25447867,11792597
1996,El Paso Electric Co,TX,7120703,20321299,3595547
1995,El Paso Electric Co,TX,1854832,24032496,4924324
1994,El Paso Electric Co,TX,3838520,21183461,7547335
2012,Electric Energy Inc,IL,399553,0,0
2011,Electric Energy Inc,IL,87691,0,0
2010,Electric Energy Inc,IL,500368,0,0
2009,Electric Energy Inc,IL,674738,0,0
2008,Electric Energy Inc,IL,206624,0,0
2007,Electric Energy Inc,IL,141139,0,0
2006,Electric Energy Inc,IL,193726,0,0
2005,Electric Energy Inc,IL,172192,0,0
2004,Electric Energy Inc,IL,0,0,0
2003,Electric Energy Inc,IL,0,47143,0
2002,Electric Energy Inc,IL,410832,378992,0
2001,Electric Energy Inc,IL,0,0,0
2000,Electric Energy Inc,IL,1502691,0,0
1999,Electric Energy Inc,IL,996341,0,0
1998,Electric Energy Inc,IL,76674,0,0
1997,Electric Energy Inc,IL,0,0,0
1996,Electric Energy Inc,IL,142106,0,0
1995,Electric Energy Inc,IL,147092,0,0
1994,Electric Energy Inc,IL,189807,0,0
2019,Emera Maine,ME,22985744,36914038,8124123
2018,Emera Maine,ME,18676810,28654963,7787765
2017,Emera Maine,ME,23978725,35705309,9528576
2016,Emera Maine,ME,28721598,31710511,9572539
2015,Emera Maine,ME,32240456,21550475,26593534
2014,Emera Maine,ME,51637803,110543842,30814267
2013,Emera Maine,ME,37032693,10566940,2850771
2012,Emera Maine,ME,83870658,14119119,3734068
2011,Emera Maine,ME,22793012,10135063,4832381
2010,Emera Maine,ME,41453688,10843539,5104452
2009,Emera Maine,ME,6657905,11364131,6572745
2008,Emera Maine,ME,31023971,10051270,2877267
2007,Emera Maine,ME,143286687,9968735,3557828
2006,Emera Maine,ME,3041142,11709745,3204864
2005,Emera Maine,ME,6148924,12638823,2512596
2004,Emera Maine,ME,1474994,18188048,3280947
2003,Emera Maine,ME,11633245,9777527,552389
2002,Emera Maine,ME,412614,7700240,3645357
2001,Emera Maine,ME,1778750,9888158,2602914
2000,Emera Maine,ME,3480779,7076374,2001335
1999,Emera Maine,ME,11459463,8073941,1693489
1998,Emera Maine,ME,6538595,6406474,1244428
1997,Emera Maine,ME,4306936,8350146,2250474
1996,Emera Maine,ME,8317109,7360391,1614830
1995,Emera Maine,ME,4468501,7672931,2124647
1994,Emera Maine,ME,3371823,9628326,2189904
2019,Empire District Electric Co (The),MO,29608854,69871336,25741588
2018,Empire District Electric Co (The),MO,28419722,46228876,2547869
2017,Empire District Electric Co (The),MO,23424325,51716135,2896217
2016,Empire District Electric Co (The),MO,23995761,38100040,7557665
2015,Empire District Electric Co (The),MO,33096899,32340801,8151282
2014,Empire District Electric Co (The),MO,26145789,54676326,8839606
2013,Empire District Electric Co (The),MO,12298266,28798380,5419681
2012,Empire District Electric Co (The),MO,19811108,46601660,12008891
2011,Empire District Electric Co (The),MO,12126149,44270650,5307996
2010,Empire District Electric Co (The),MO,17788070,32677973,2851191
2009,Empire District Electric Co (The),MO,6320585,29941555,2669298
2008,Empire District Electric Co (The),MO,6343634,33164051,2463547
2007,Empire District Electric Co (The),MO,15204122,61949870,2474431
2006,Empire District Electric Co (The),MO,2731842,29615914,2661308
2005,Empire District Electric Co (The),MO,1874460,29644612,3993225
2004,Empire District Electric Co (The),MO,4047595,23610822,3433225
2003,Empire District Electric Co (The),MO,9286941,24811290,3868833
2002,Empire District Electric Co (The),MO,10511650,20457048,2237494
2001,Empire District Electric Co (The),MO,7285268,23157555,2557750
2000,Empire District Electric Co (The),MO,14947459,19401928,2602742
1999,Empire District Electric Co (The),MO,4375123,21749133,1788347
1998,Empire District Electric Co (The),MO,3685316,21426667,2559033
1997,Empire District Electric Co (The),MO,14184908,21030503,3818135
1996,Empire District Electric Co (The),MO,4376235,24157912,2871038
1995,Empire District Electric Co (The),MO,4941532,23750339,3437178
1994,Empire District Electric Co (The),MO,3888766,27541420,2413577
2019,Entergy Arkansas LLC,AR,195627888,254102731,20329411
2018,Entergy Arkansas LLC,AR,167597783,172727789,29727685
2017,Entergy Arkansas LLC,AR,198062954,170888205,21282594
2016,Entergy Arkansas LLC,AR,302309944,228616238,48924802
2015,Entergy Arkansas LLC,AR,95506383,142038418,23824713
2014,Entergy Arkansas LLC,AR,106684581,166913542,3222996
2013,Entergy Arkansas LLC,AR,85554953,156217348,23382263
2012,Entergy Arkansas LLC,AR,124724562,123417664,13643382
2011,Entergy Arkansas LLC,AR,130443100,143193905,6201001
2010,Entergy Arkansas LLC,AR,38688875,80774692,15424551
2009,Entergy Arkansas LLC,AR,52095376,148950015,21203442
2008,Entergy Arkansas LLC,AR,63519428,131509571,29039720
2007,Entergy Arkansas LLC,AR,38388349,138610596,11908425
2006,Entergy Arkansas LLC,AR,21901655,117222482,6639781
2005,Entergy Arkansas LLC,AR,51697607,103128606,4928561
2004,Entergy Arkansas LLC,AR,30175140,127724572,7425784
2003,Entergy Arkansas LLC,AR,69877716,93467976,5054168
2002,Entergy Arkansas LLC,AR,73589872,101534901,13356170
2001,Entergy Arkansas LLC,AR,40903892,101728082,11770203
2000,Entergy Arkansas LLC,AR,58671450,159712697,18004321
1999,Entergy Arkansas LLC,AR,13559796,80405572,10027937
1998,Entergy Arkansas LLC,AR,14651162,52715873,3367678
1997,Entergy Arkansas LLC,AR,15401277,71021413,4084946
1996,Entergy Arkansas LLC,AR,25339132,89669203,14768436
1995,Entergy Arkansas LLC,AR,8558756,85783682,12409151
1994,Entergy Arkansas LLC,AR,17562831,121231585,14539815
2006,Entergy Gulf States Inc,TX,72394020,163066324,8058217
2005,Entergy Gulf States Inc,TX,141864498,117982860,6238983
2004,Entergy Gulf States Inc,TX,85315431,130529547,6367980
2003,Entergy Gulf States Inc,TX,100834401,91402893,13220498
2002,Entergy Gulf States Inc,TX,44801475,120168571,14297132
2001,Entergy Gulf States Inc,TX,61925327,108521514,9347822
2000,Entergy Gulf States Inc,TX,45320550,103261577,12342793
1999,Entergy Gulf States Inc,TX,30206921,91992326,6086030
1998,Entergy Gulf States Inc,TX,27298646,54829668,7136163
1997,Entergy Gulf States Inc,TX,49501988,63135346,4459136
1996,Entergy Gulf States Inc,TX,25077395,74121040,44103327
1995,Entergy Gulf States Inc,TX,11198737,72256812,26244114
1994,Entergy Gulf States Inc,TX,4761318,66302712,3166604
2015,Entergy Gulf States Louisiana LLC,LA,56431147,41746205,16138413
2014,Entergy Gulf States Louisiana LLC,LA,82375432,80049943,2477188
2013,Entergy Gulf States Louisiana LLC,LA,96752762,29597135,3912110
2012,Entergy Gulf States Louisiana LLC,LA,80471442,108852651,3547658
2011,Entergy Gulf States Louisiana LLC,LA,57461344,62563909,15342621
2010,Entergy Gulf States Louisiana LLC,LA,51327239,-27531232,11956542
2009,Entergy Gulf States Louisiana LLC,LA,40831542,156635634,12392761
2008,Entergy Gulf States Louisiana LLC,LA,40776007,62174801,13425755
2007,Entergy Gulf States Louisiana LLC,LA,29767477,106297253,12905123
2015,Entergy Louisiana Inc,LA,107497542,84622138,17072691
2014,Entergy Louisiana Inc,LA,119022429,91250621,6181681
2013,Entergy Louisiana Inc,LA,72155689,30529207,8829107
2012,Entergy Louisiana Inc,LA,71490743,212424069,8929518
2011,Entergy Louisiana Inc,LA,132562474,109956923,7385917
2010,Entergy Louisiana Inc,LA,1707516,-15401964,11310852
2009,Entergy Louisiana Inc,LA,125353472,218786994,25574674
2008,Entergy Louisiana Inc,LA,36241950,101859132,19302697
2007,Entergy Louisiana Inc,LA,-8630120,-120776502,2194033
2006,Entergy Louisiana Inc,LA,69091451,339961031,7391753
2005,Entergy Louisiana Inc,LA,91718365,79176929,5323911
2004,Entergy Louisiana Inc,LA,45388962,104567293,4027162
2003,Entergy Louisiana Inc,LA,40581146,86718537,12581306
2002,Entergy Louisiana Inc,LA,17059071,82088034,15399010
2001,Entergy Louisiana Inc,LA,29466378,81290621,11092007
2000,Entergy Louisiana Inc,LA,24701779,94402951,18422469
1999,Entergy Louisiana Inc,LA,7762746,48023120,3381994
1998,Entergy Louisiana Inc,LA,5816700,39839948,4132943
1997,Entergy Louisiana Inc,LA,14606578,54990494,4151571
1996,Entergy Louisiana Inc,LA,30282520,58709572,16193891
1995,Entergy Louisiana Inc,LA,10499817,64602176,6412473
1994,Entergy Louisiana Inc,LA,14379390,72627469,20017454
2019,Entergy Louisiana LLC,LA,449441065,413618632,22518157
2018,Entergy Louisiana LLC,LA,491523686,241242015,51298125
2017,Entergy Louisiana LLC,LA,292805184,222180485,34196623
2016,Entergy Louisiana LLC,LA,289070653,247871006,19391603
2015,Entergy Louisiana LLC,LA,24208542,57759252,7674368
2019,Entergy Mississippi LLC,MS,115319613,204869044,11980631
2018,Entergy Mississippi LLC,MS,170199847,132373284,29891582
2017,Entergy Mississippi LLC,MS,190527851,125919141,11589135
2016,Entergy Mississippi LLC,MS,103376419,126881770,12541036
2015,Entergy Mississippi LLC,MS,34188191,89474655,18059241
2014,Entergy Mississippi LLC,MS,23681380,78896574,3303811
2013,Entergy Mississippi LLC,MS,72445879,85912818,5639170
2012,Entergy Mississippi LLC,MS,92507268,104929192,4243376
2011,Entergy Mississippi LLC,MS,57753069,76479896,3542373
2010,Entergy Mississippi LLC,MS,18062028,79376477,12881933
2009,Entergy Mississippi LLC,MS,11255430,93038849,14118953
2008,Entergy Mississippi LLC,MS,24590213,66094379,20666568
2007,Entergy Mississippi LLC,MS,38161690,92467904,11745499
2006,Entergy Mississippi LLC,MS,20165360,93944437,3422982
2005,Entergy Mississippi LLC,MS,33411146,81356041,11398987
2004,Entergy Mississippi LLC,MS,40164878,91258970,6122875
2003,Entergy Mississippi LLC,MS,57910218,69614950,6759620
2002,Entergy Mississippi LLC,MS,36191961,76175934,11423905
2001,Entergy Mississippi LLC,MS,12201404,51410866,7759956
2000,Entergy Mississippi LLC,MS,25334866,71754699,10565204
1999,Entergy Mississippi LLC,MS,6964639,41461332,1936061
1998,Entergy Mississippi LLC,MS,7183671,29432363,3630860
1997,Entergy Mississippi LLC,MS,24629351,33952804,11837202
1996,Entergy Mississippi LLC,MS,23602954,45601486,19833911
1995,Entergy Mississippi LLC,MS,17211603,47910374,6401075
1994,Entergy Mississippi LLC,MS,15496855,72449787,8542538
2019,Entergy New Orleans Inc,LA,21756844,75219479,2042976
2018,Entergy New Orleans Inc,LA,1436905,51416564,2091558
2017,Entergy New Orleans Inc,LA,5956413,45496532,1575681
2016,Entergy New Orleans Inc,LA,18924074,31681013,2694615
2015,Entergy New Orleans Inc,LA,12547260,11079396,4487064
2014,Entergy New Orleans Inc,LA,15543647,32650828,998228
2013,Entergy New Orleans Inc,LA,5715792,26175951,1840121
2012,Entergy New Orleans Inc,LA,8027723,46953072,502116
2011,Entergy New Orleans Inc,LA,1937013,15850291,6906433
2010,Entergy New Orleans Inc,LA,-1974890,29492430,6671543
2009,Entergy New Orleans Inc,LA,9002793,38505806,17857408
2008,Entergy New Orleans Inc,LA,1848889,23696307,3395364
2007,Entergy New Orleans Inc,LA,257766,19411473,859776
2006,Entergy New Orleans Inc,LA,266087,8889677,908373
2005,Entergy New Orleans Inc,LA,2017125,19372198,2777209
2004,Entergy New Orleans Inc,LA,4269962,28093481,1712073
2003,Entergy New Orleans Inc,LA,1478049,21290696,2217259
2002,Entergy New Orleans Inc,LA,1317817,25404537,3924348
2001,Entergy New Orleans Inc,LA,4123716,26032125,3485319
2000,Entergy New Orleans Inc,LA,631273,21341874,2851864
1999,Entergy New Orleans Inc,LA,310417,19327885,181377
1998,Entergy New Orleans Inc,LA,1233794,6680215,476493
1997,Entergy New Orleans Inc,LA,3465402,9136731,13263
1996,Entergy New Orleans Inc,LA,449208,22379456,2550039
1995,Entergy New Orleans Inc,LA,557969,12940310,847883
1994,Entergy New Orleans Inc,LA,1883056,12958186,901561
2013,Entergy Power LLC,TX,0,0,17443
2012,Entergy Power LLC,TX,0,0,1610
2011,Entergy Power LLC,TX,0,0,1035
2010,Entergy Power LLC,TX,0,0,1
2009,Entergy Power LLC,TX,0,0,0
2008,Entergy Power LLC,TX,0,0,2945
2007,Entergy Power LLC,TX,0,0,0
2006,Entergy Power LLC,TX,0,0,0
2005,Entergy Power LLC,TX,0,0,4807
2004,Entergy Power LLC,TX,0,0,0
2003,Entergy Power LLC,TX,0,0,0
2002,Entergy Power LLC,TX,0,0,0
2001,Entergy Power LLC,TX,0,0,38849
2000,Entergy Power LLC,TX,0,0,0
1999,Entergy Power LLC,TX,0,0,0
1998,Entergy Power LLC,TX,0,0,0
1997,Entergy Power LLC,TX,0,0,0
1996,Entergy Power LLC,TX,0,0,0
1995,Entergy Power LLC,TX,0,0,0
1994,Entergy Power LLC,TX,0,0,0
2010,Entergy Power Ventures LP,TX,0,0,0
2009,Entergy Power Ventures LP,TX,0,0,0
2008,Entergy Power Ventures LP,TX,0,0,0
2007,Entergy Power Ventures LP,TX,0,0,0
2006,Entergy Power Ventures LP,TX,0,0,0
2019,Entergy Texas Inc,TX,162500392,197017807,9506523
2018,Entergy Texas Inc,TX,66980829,99692562,8000487
2017,Entergy Texas Inc,TX,102086137,104056506,9172998
2016,Entergy Texas Inc,TX,242073249,103503242,7414431
2015,Entergy Texas Inc,TX,46643499,84300517,13262708
2014,Entergy Texas Inc,TX,38850451,78550540,2729176
2013,Entergy Texas Inc,TX,55342970,74664226,5004455
2012,Entergy Texas Inc,TX,32275052,68736896,4628148
