Year,Utility Name,State,Total Retail Sales MWh,Total Electricity Customers
1998,Tucson Electric Power Co,AZ,7630485,320776
1997,Tucson Electric Power Co,AZ,7470414,313784
1996,Tucson Electric Power Co,AZ,7296811,306804
1995,Tucson Electric Power Co,AZ,6942287,297964
1994,Tucson Electric Power Co,AZ,6923198,289720
2001,TXU SESCO Co,TX,1147800,51998
2000,TXU SESCO Co,TX,1105725,43194
1999,TXU SESCO Co,TX,1058507,42548
1998,TXU SESCO Co,TX,1079788,42109
1997,TXU SESCO Co,TX,1014210,0
1996,TXU SESCO Co,TX,1003642,41309
1995,TXU SESCO Co,TX,967164,41050
1994,TXU SESCO Co,TX,928923,40646
2019,UGI Utilities Inc,PA,979162,62267
2018,UGI Utilities Inc,PA,1008149,62219
2015,UGI Utilities Inc,PA,990252,61899
2014,UGI Utilities Inc,PA,975641,61988
2013,UGI Utilities Inc,PA,1000573,61961
2012,UGI Utilities Inc,PA,978632,61993
2011,UGI Utilities Inc,PA,988059,62071
2010,UGI Utilities Inc,PA,980648,62112
2009,UGI Utilities Inc,PA,954834,62152
2008,UGI Utilities Inc,PA,1002733,62189
2007,UGI Utilities Inc,PA,1015904,62080
2006,UGI Utilities Inc,PA,996006,61944
2005,UGI Utilities Inc,PA,1030281,61808
2004,UGI Utilities Inc,PA,989024,61730
2003,UGI Utilities Inc,PA,978551,61618
2002,UGI Utilities Inc,PA,948911,61507
2001,UGI Utilities Inc,PA,922090,60731
2000,UGI Utilities Inc,PA,923405,61316
1999,UGI Utilities Inc,PA,902768,60972
1998,UGI Utilities Inc,PA,846041,59297
1997,UGI Utilities Inc,PA,870786,60500
1996,UGI Utilities Inc,PA,883598,60276
1995,UGI Utilities Inc,PA,871492,60034
1994,UGI Utilities Inc,PA,865945,59735
1993,UGI Utilities Inc,PA,850217,59474
2019,United Illuminating Co (The),CT,4978470,337885
2018,United Illuminating Co (The),CT,5191057,335965
2017,United Illuminating Co (The),CT,5093904,333518
2016,United Illuminating Co (The),CT,5334351,332381
2015,United Illuminating Co (The),CT,5450238,332221
2014,United Illuminating Co (The),CT,5327395,315256
2013,United Illuminating Co (The),CT,5422427,319845
2012,United Illuminating Co (The),CT,5431279,321888
2011,United Illuminating Co (The),CT,5576375,323738
2010,United Illuminating Co (The),CT,5734500,324781
2009,United Illuminating Co (The),CT,5492621,324865
2008,United Illuminating Co (The),CT,5728831,324476
2007,United Illuminating Co (The),CT,5917448,323176
2006,United Illuminating Co (The),CT,5919083,321501
2005,United Illuminating Co (The),CT,6105573,320673
2004,United Illuminating Co (The),CT,5952213,321774
2003,United Illuminating Co (The),CT,5763052,320994
2002,United Illuminating Co (The),CT,5781010,320287
2001,United Illuminating Co (The),CT,5724470,319178
2000,United Illuminating Co (The),CT,5653726,317664
1999,United Illuminating Co (The),CT,5652050,315677
1998,United Illuminating Co (The),CT,5452332,313991
1997,United Illuminating Co (The),CT,5376116,312379
1996,United Illuminating Co (The),CT,5339889,310489
1995,United Illuminating Co (The),CT,5339433,309605
1994,United Illuminating Co (The),CT,5363446,306509
2004,United Power Inc,CO,890594,49286
2003,United Power Inc,CO,846159,45018
2002,United Power Inc,CO,807039,41117
2001,United Power Inc,CO,724653,37772
2000,United Power Inc,CO,696382,34728
1999,United Power Inc,CO,635677,32248
2019,Unitil Energy Systems,NH,1157717,79100
2018,Unitil Energy Systems,NH,1223545,78634
2017,Unitil Energy Systems,NH,1193912,78722
2016,Unitil Energy Systems,NH,1188025,78402
2015,Unitil Energy Systems,NH,1210564,77844
2014,Unitil Energy Systems,NH,1204303,77438
2013,Unitil Energy Systems,NH,1230461,77163
2012,Unitil Energy Systems,NH,1195431,76651
2011,Unitil Energy Systems,NH,1217311,76212
2010,Unitil Energy Systems,NH,1223100,76124
2009,Unitil Energy Systems,NH,1177554,76085
2008,Unitil Energy Systems,NH,1224891,75948
2007,Unitil Energy Systems,NH,1257056,75442
2006,Unitil Energy Systems,NH,1244434,74833
2005,Unitil Energy Systems,NH,1259553,74194
2004,Unitil Energy Systems,NH,1226875,73189
2003,Unitil Energy Systems,NH,1211068,72208
2002,Unitil Energy Systems,NH,554265,28551
2019,Unitil Power Corp,NH,0,0
2018,Unitil Power Corp,NH,0,0
2017,Unitil Power Corp,NH,0,0
2016,Unitil Power Corp,NH,0,0
2015,Unitil Power Corp,NH,0,0
2014,Unitil Power Corp,NH,0,0
2013,Unitil Power Corp,NH,0,0
2012,Unitil Power Corp,NH,0,0
2011,Unitil Power Corp,NH,0,0
2010,Unitil Power Corp,NH,0,0
2009,Unitil Power Corp,NH,0,0
2008,Unitil Power Corp,NH,0,0
2007,Unitil Power Corp,NH,0,0
2006,Unitil Power Corp,NH,0,0
2005,Unitil Power Corp,NH,0,0
2004,Unitil Power Corp,NH,0,0
2003,Unitil Power Corp,NH,0,1
2002,Unitil Power Corp,NH,0,2
2001,Unitil Power Corp,NH,0,2
2000,Unitil Power Corp,NH,0,2
1999,Unitil Power Corp,NH,0,5
1998,Unitil Power Corp,NH,0,5
1997,Unitil Power Corp,NH,0,5
1996,Unitil Power Corp,NH,0,5
1995,Unitil Power Corp,NH,0,0
1994,Unitil Power Corp,NH,0,3
2019,UNS Electric Inc,AZ,1687400,96799
2018,UNS Electric Inc,AZ,1700252,95492
2017,UNS Electric Inc,AZ,1659423,96138
2016,UNS Electric Inc,AZ,1637808,95084
2015,UNS Electric Inc,AZ,1628036,94218
2014,UNS Electric Inc,AZ,1677445,93411
2013,UNS Electric Inc,AZ,1699307,92547
2012,UNS Electric Inc,AZ,1755541,91821
2011,UNS Electric Inc,AZ,1852904,91255
2010,UNS Electric Inc,AZ,1857159,90802
2009,UNS Electric Inc,AZ,1784403,90100
2008,UNS Electric Inc,AZ,1663318,89989
2007,UNS Electric Inc,AZ,1681832,89472
2006,UNS Electric Inc,AZ,1611419,91698
2005,UNS Electric Inc,AZ,1520947,85119
2004,UNS Electric Inc,AZ,1462632,81265
2003,UNS Electric Inc,AZ,560861,78505
2019,Upper Michigan Energy Resources Corp,WI,1610240,36818
2018,Upper Michigan Energy Resources Corp,WI,623138,36764
2017,Upper Michigan Energy Resources Corp,WI,601553,36727
2019,Upper Peninsula Power Co,MI,767116,52636
2018,Upper Peninsula Power Co,MI,728281,53192
2017,Upper Peninsula Power Co,MI,731927,52166
2016,Upper Peninsula Power Co,MI,732916,52723
2015,Upper Peninsula Power Co,MI,782686,51942
2014,Upper Peninsula Power Co,MI,773536,51947
2013,Upper Peninsula Power Co,MI,842437,51969
2012,Upper Peninsula Power Co,MI,837477,51932
2011,Upper Peninsula Power Co,MI,806798,51970
2010,Upper Peninsula Power Co,MI,798095,51920
2009,Upper Peninsula Power Co,MI,836151,51937
2008,Upper Peninsula Power Co,MI,847923,51891
2007,Upper Peninsula Power Co,MI,861405,51857
2006,Upper Peninsula Power Co,MI,799651,51916
2005,Upper Peninsula Power Co,MI,740817,52145
2004,Upper Peninsula Power Co,MI,761218,51666
2003,Upper Peninsula Power Co,MI,746410,51320
2002,Upper Peninsula Power Co,MI,772201,50955
2001,Upper Peninsula Power Co,MI,743515,50419
2000,Upper Peninsula Power Co,MI,741085,49958
1999,Upper Peninsula Power Co,MI,738872,62709
1998,Upper Peninsula Power Co,MI,698416,62409
1997,Upper Peninsula Power Co,MI,706246,62419
1996,Upper Peninsula Power Co,MI,677417,62332
1995,Upper Peninsula Power Co,MI,706722,62440
1994,Upper Peninsula Power Co,MI,701410,61925
2004,Valley Electric Association Inc,NV,398908,17187
2003,Valley Electric Association Inc,NV,370093,16195
2002,Valley Electric Association Inc,NV,348559,15495
2001,Valley Electric Association Inc,NV,348678,14974
2000,Valley Electric Association Inc,NV,390559,14456
1999,Valley Electric Association Inc,NV,455165,14020
1998,Valley Electric Association Inc,NV,421610,13050
1997,Valley Electric Association Inc,NV,398998,12040
1996,Valley Electric Association Inc,NV,344524,10975
2004,Vermont Electric Coop Inc,VT,382028,33100
2003,Vermont Electric Coop Inc,VT,152362,16512
2001,Vermont Electric Coop Inc,VT,141229,15891
2000,Vermont Electric Coop Inc,VT,140636,15637
1999,Vermont Electric Coop Inc,VT,137890,15351
2013,Vermont Electric Power Co Inc,VT,0,0
2012,Vermont Electric Power Co Inc,VT,0,0
2011,Vermont Electric Power Co Inc,VT,0,0
2010,Vermont Electric Power Co Inc,VT,0,0
2009,Vermont Electric Power Co Inc,VT,0,0
2008,Vermont Electric Power Co Inc,VT,0,0
2007,Vermont Electric Power Co Inc,VT,0,0
2006,Vermont Electric Power Co Inc,VT,0,1
2005,Vermont Electric Power Co Inc,VT,0,1
2004,Vermont Electric Power Co Inc,VT,0,2
2003,Vermont Electric Power Co Inc,VT,0,1
2002,Vermont Electric Power Co Inc,VT,0,3
2001,Vermont Electric Power Co Inc,VT,0,9
2000,Vermont Electric Power Co Inc,VT,0,9
1999,Vermont Electric Power Co Inc,VT,0,9
1998,Vermont Electric Power Co Inc,VT,0,12
1997,Vermont Electric Power Co Inc,VT,0,19
1996,Vermont Electric Power Co Inc,VT,0,20
1995,Vermont Electric Power Co Inc,VT,0,20
1994,Vermont Electric Power Co Inc,VT,0,20
2019,Vermont Electric Transmission Co Inc,VT,0,0
2018,Vermont Electric Transmission Co Inc,VT,0,0
2017,Vermont Electric Transmission Co Inc,VT,0,0
2016,Vermont Electric Transmission Co Inc,VT,0,0
2015,Vermont Electric Transmission Co Inc,VT,0,0
2014,Vermont Electric Transmission Co Inc,VT,0,0
2013,Vermont Electric Transmission Co Inc,VT,0,0
2012,Vermont Electric Transmission Co Inc,VT,0,0
2011,Vermont Electric Transmission Co Inc,VT,0,0
2010,Vermont Electric Transmission Co Inc,VT,0,0
2009,Vermont Electric Transmission Co Inc,VT,0,0
2008,Vermont Electric Transmission Co Inc,VT,0,0
2007,Vermont Electric Transmission Co Inc,VT,0,0
2006,Vermont Electric Transmission Co Inc,VT,0,0
2005,Vermont Electric Transmission Co Inc,VT,0,0
2004,Vermont Electric Transmission Co Inc,VT,0,0
2003,Vermont Electric Transmission Co Inc,VT,0,0
2002,Vermont Electric Transmission Co Inc,VT,0,0
2001,Vermont Electric Transmission Co Inc,VT,0,0
2000,Vermont Electric Transmission Co Inc,VT,0,0
1999,Vermont Electric Transmission Co Inc,VT,0,0
1998,Vermont Electric Transmission Co Inc,VT,0,0
1997,Vermont Electric Transmission Co Inc,VT,0,0
1996,Vermont Electric Transmission Co Inc,VT,0,0
1995,Vermont Electric Transmission Co Inc,VT,0,0
1994,Vermont Electric Transmission Co Inc,VT,0,0
2019,Vermont Transco LLC,VT,0,0
2018,Vermont Transco LLC,VT,0,0
2017,Vermont Transco LLC,VT,0,0
2016,Vermont Transco LLC,VT,0,0
2015,Vermont Transco LLC,VT,0,0
2014,Vermont Transco LLC,VT,0,0
2013,Vermont Transco LLC,VT,0,0
2012,Vermont Transco LLC,VT,0,0
2011,Vermont Transco LLC,VT,0,0
2010,Vermont Transco LLC,VT,0,0
2009,Vermont Transco LLC,VT,0,0
2008,Vermont Transco LLC,VT,0,0
2007,Vermont Transco LLC,VT,0,0
2006,Vermont Transco LLC,VT,0,0
2019,Vermont Yankee Nuclear Power Corp,VT,0,0
2018,Vermont Yankee Nuclear Power Corp,VT,0,0
2017,Vermont Yankee Nuclear Power Corp,VT,0,0
2016,Vermont Yankee Nuclear Power Corp,VT,0,7
2015,Vermont Yankee Nuclear Power Corp,VT,0,7
2014,Vermont Yankee Nuclear Power Corp,VT,0,0
2013,Vermont Yankee Nuclear Power Corp,VT,0,7
2012,Vermont Yankee Nuclear Power Corp,VT,0,8
2011,Vermont Yankee Nuclear Power Corp,VT,0,8
2010,Vermont Yankee Nuclear Power Corp,VT,0,8
2009,Vermont Yankee Nuclear Power Corp,VT,0,8
2008,Vermont Yankee Nuclear Power Corp,VT,0,8
2007,Vermont Yankee Nuclear Power Corp,VT,0,8
2006,Vermont Yankee Nuclear Power Corp,VT,0,8
2005,Vermont Yankee Nuclear Power Corp,VT,0,8
2004,Vermont Yankee Nuclear Power Corp,VT,0,8
2003,Vermont Yankee Nuclear Power Corp,VT,0,8
2002,Vermont Yankee Nuclear Power Corp,VT,0,8
2001,Vermont Yankee Nuclear Power Corp,VT,0,8
2000,Vermont Yankee Nuclear Power Corp,VT,0,9
1999,Vermont Yankee Nuclear Power Corp,VT,0,9
1998,Vermont Yankee Nuclear Power Corp,VT,0,9
1997,Vermont Yankee Nuclear Power Corp,VT,0,9
1996,Vermont Yankee Nuclear Power Corp,VT,0,9
1995,Vermont Yankee Nuclear Power Corp,VT,0,9
1994,Vermont Yankee Nuclear Power Corp,VT,0,9
2019,Virginia Electric & Power Co,VA,84944097,2627794
2018,Virginia Electric & Power Co,VA,85073694,2601179
2017,Virginia Electric & Power Co,VA,80795984,2574679
2016,Virginia Electric & Power Co,VA,80731610,2550018
2015,Virginia Electric & Power Co,VA,80537039,2525464
2014,Virginia Electric & Power Co,VA,80009735,2500548
2013,Virginia Electric & Power Co,VA,78779150,2476196
2012,Virginia Electric & Power Co,VA,76723996,2455497
2011,Virginia Electric & Power Co,VA,78500431,2438231
2010,Virginia Electric & Power Co,VA,81225989,2422975
2009,Virginia Electric & Power Co,VA,77753563,2403563
2008,Virginia Electric & Power Co,VA,78664230,2386213
2007,Virginia Electric & Power Co,VA,79892176,2362324
2006,Virginia Electric & Power Co,VA,76149415,2328225
2005,Virginia Electric & Power Co,VA,77570420,2287199
2004,Virginia Electric & Power Co,VA,75140773,2245754
2003,Virginia Electric & Power Co,VA,72197013,2208311
2002,Virginia Electric & Power Co,VA,71477236,2171980
2001,Virginia Electric & Power Co,VA,67890034,2126694
2000,Virginia Electric & Power Co,VA,68652937,2086910
1999,Virginia Electric & Power Co,VA,65826104,2047944
1998,Virginia Electric & Power Co,VA,64329315,2009391
1997,Virginia Electric & Power Co,VA,60864976,1915906
1996,Virginia Electric & Power Co,VA,62299080,1943632
1995,Virginia Electric & Power Co,VA,60864976,1915906
1994,Virginia Electric & Power Co,VA,58606628,1880804
2019,Wabash Valley Energy Marketing Inc,IN,0,1
2018,Wabash Valley Energy Marketing Inc,IN,0,1
2017,Wabash Valley Energy Marketing Inc,IN,0,1
2009,Wabash Valley Energy Marketing Inc,IN,0,0
2008,Wabash Valley Energy Marketing Inc,IN,0,1
2007,Wabash Valley Energy Marketing Inc,IN,0,1
2019,Wabash Valley Power Association Inc,IN,0,30
2018,Wabash Valley Power Association Inc,IN,0,30
2017,Wabash Valley Power Association Inc,IN,0,30
2016,Wabash Valley Power Association Inc,IN,0,31
2015,Wabash Valley Power Association Inc,IN,0,30
2014,Wabash Valley Power Association Inc,IN,0,32
2013,Wabash Valley Power Association Inc,IN,0,31
2012,Wabash Valley Power Association Inc,IN,0,31
2011,Wabash Valley Power Association Inc,IN,0,32
2010,Wabash Valley Power Association Inc,IN,0,38
2009,Wabash Valley Power Association Inc,IN,0,43
2008,Wabash Valley Power Association Inc,IN,0,0
2007,Wabash Valley Power Association Inc,IN,0,41
2006,Wabash Valley Power Association Inc,IN,0,49
2005,Wabash Valley Power Association Inc,IN,0,48
2004,Wabash Valley Power Association Inc,IN,0,51
2004,Walton EMC (The),GA,2184469,106349
2003,Walton EMC (The),GA,2041503,102445
2002,Walton EMC (The),GA,2020025,98509
2001,Walton EMC (The),GA,1858952,94330
2007,Warren Power LLC,TX,0,0
2006,Warren Power LLC,TX,0,0
2004,Wayne White Counties Electric Coop,IL,249987,13591
2003,Wayne White Counties Electric Coop,IL,242522,13683
2002,Wayne White Counties Electric Coop,IL,256738,13749
2001,Wayne White Counties Electric Coop,IL,248682,13697
2000,Wayne White Counties Electric Coop,IL,232707,13624
1999,Wayne White Counties Electric Coop,IL,231889,13513
2004,Wells Rural Electric Co,NV,678629,5584
2003,Wells Rural Electric Co,NV,627414,5608
2002,Wells Rural Electric Co,NV,675810,5510
2001,Wells Rural Electric Co,NV,653173,5529
2000,Wells Rural Electric Co,NV,640290,5542
2019,West Penn Power Co,PA,20057393,727557
2018,West Penn Power Co,PA,20550304,726164
2017,West Penn Power Co,PA,19585829,724594
2016,West Penn Power Co,PA,19965956,723357
2015,West Penn Power Co,PA,20049145,721796
2014,West Penn Power Co,PA,20257196,719949
2013,West Penn Power Co,PA,20020657,717899
2012,West Penn Power Co,PA,19673972,716960
2011,West Penn Power Co,PA,20104093,717275
2010,West Penn Power Co,PA,20040381,716113
2009,West Penn Power Co,PA,19199226,714971
2008,West Penn Power Co,PA,20353664,713406
2007,West Penn Power Co,PA,20547854,711055
2006,West Penn Power Co,PA,19925043,707066
2005,West Penn Power Co,PA,20070803,702801
2004,West Penn Power Co,PA,19521492,698088
2003,West Penn Power Co,PA,19001901,694422
2002,West Penn Power Co,PA,19021529,689435
2001,West Penn Power Co,PA,18571332,684447
2000,West Penn Power Co,PA,18773762,680944
1999,West Penn Power Co,PA,19441687,707617
1998,West Penn Power Co,PA,17186243,669388
1997,West Penn Power Co,PA,17688173,664576
1996,West Penn Power Co,PA,17775738,659775
1995,West Penn Power Co,PA,17511017,656352
1994,West Penn Power Co,PA,16842528,649567
2017,Western Massachusetts Electric Co,MA,3441445,210944
2016,Western Massachusetts Electric Co,MA,3546101,209955
2015,Western Massachusetts Electric Co,MA,3563191,208606
2014,Western Massachusetts Electric Co,MA,3585917,207893
2013,Western Massachusetts Electric Co,MA,3683012,206907
2012,Western Massachusetts Electric Co,MA,3683456,206779
2011,Western Massachusetts Electric Co,MA,3694563,206295
2010,Western Massachusetts Electric Co,MA,3731563,205834
2009,Western Massachusetts Electric Co,MA,3643764,204236
2008,Western Massachusetts Electric Co,MA,3828772,205479
2007,Western Massachusetts Electric Co,MA,3995982,206429
2006,Western Massachusetts Electric Co,MA,3972015,206081
2005,Western Massachusetts Electric Co,MA,4146863,204150
2004,Western Massachusetts Electric Co,MA,4088831,202074
2003,Western Massachusetts Electric Co,MA,4023433,202072
2002,Western Massachusetts Electric Co,MA,3921829,200735
2001,Western Massachusetts Electric Co,MA,3848750,200166
2000,Western Massachusetts Electric Co,MA,3882297,198372
1999,Western Massachusetts Electric Co,MA,3885392,198012
1998,Western Massachusetts Electric Co,MA,3749970,196339
1997,Western Massachusetts Electric Co,MA,3701761,195324
1996,Western Massachusetts Electric Co,MA,3740780,194705
1995,Western Massachusetts Electric Co,MA,3643140,193964
1994,Western Massachusetts Electric Co,MA,3646822,193187
2019,Wheeling Power Co,OH,4274264,41558
2018,Wheeling Power Co,OH,4351025,41599
2017,Wheeling Power Co,OH,3916764,41427
2016,Wheeling Power Co,OH,3781371,41269
2015,Wheeling Power Co,OH,3630655,41403
2014,Wheeling Power Co,OH,3269892,41296
2013,Wheeling Power Co,OH,2703781,41295
2012,Wheeling Power Co,OH,2499786,41237
2011,Wheeling Power Co,OH,2268729,41099
2010,Wheeling Power Co,OH,2304062,41146
2009,Wheeling Power Co,OH,2113139,41225
2008,Wheeling Power Co,OH,2163680,41334
2007,Wheeling Power Co,OH,2230165,41332
2006,Wheeling Power Co,OH,2071131,41371
2005,Wheeling Power Co,OH,2144090,41294
2004,Wheeling Power Co,OH,2009471,41349
2003,Wheeling Power Co,OH,1857555,41311
2002,Wheeling Power Co,OH,1747850,41330
2001,Wheeling Power Co,OH,1734345,41432
2000,Wheeling Power Co,OH,1849183,41587
1999,Wheeling Power Co,OH,1798846,41546
1998,Wheeling Power Co,OH,1759593,41205
1997,Wheeling Power Co,OH,1794590,41665
1996,Wheeling Power Co,OH,1830490,41434
1995,Wheeling Power Co,OH,1788366,41435
1994,Wheeling Power Co,OH,1731583,41327
2004,White River Electric Association Inc,CO,185660,2861
2003,White River Electric Association Inc,CO,241669,2827
2002,White River Electric Association Inc,CO,259502,2779
2001,White River Electric Association Inc,CO,221353,2741
2000,White River Electric Association Inc,CO,138242,2702
1999,White River Electric Association Inc,CO,120460,2693
2019,Wisconsin Electric Power Co,WI,23880460,1138062
2018,Wisconsin Electric Power Co,WI,25546478,1130448
2017,Wisconsin Electric Power Co,WI,24902091,1122784
2016,Wisconsin Electric Power Co,WI,26321206,1142996
2015,Wisconsin Electric Power Co,WI,25819668,1136461
2014,Wisconsin Electric Power Co,WI,24293330,1130647
2013,Wisconsin Electric Power Co,WI,25827940,1126890
2012,Wisconsin Electric Power Co,WI,27043204,1123810
2011,Wisconsin Electric Power Co,WI,27220145,1120990
2010,Wisconsin Electric Power Co,WI,27366401,1118722
2009,Wisconsin Electric Power Co,WI,25817717,1115523
