Year,Utility Name,State,Total Retail Sales MWh,Total Electricity Customers
2002,Mt Carmel Public Utility Co,IL,147793,5588
2001,Mt Carmel Public Utility Co,IL,145170,5604
2000,Mt Carmel Public Utility Co,IL,141528,5639
1999,Mt Carmel Public Utility Co,IL,139582,5630
1998,Mt Carmel Public Utility Co,IL,141331,5661
1997,Mt Carmel Public Utility Co,IL,144356,5665
1996,Mt Carmel Public Utility Co,IL,181459,5665
1995,Mt Carmel Public Utility Co,IL,182878,5680
1994,Mt Carmel Public Utility Co,IL,180522,5672
2004,Mt Wheeler Power Inc,NV,252662,6849
2003,Mt Wheeler Power Inc,NV,173235,6732
2002,Mt Wheeler Power Inc,NV,189355,6659
2001,Mt Wheeler Power Inc,NV,183524,6271
2000,Mt Wheeler Power Inc,NV,184177,6275
1999,Mt Wheeler Power Inc,NV,328223,6365
1998,Mt Wheeler Power Inc,NV,431626,6451
1997,Nantahala Power & Light Co,NC,921784,56431
1996,Nantahala Power & Light Co,NC,943904,55125
1995,Nantahala Power & Light Co,NC,869013,53735
1994,Nantahala Power & Light Co,NC,832637,52357
2012,Nantucket Electric Co,MA,122299,12555
2010,Nantucket Electric Co,MA,123974,12472
2009,Nantucket Electric Co,MA,122620,12421
2008,Nantucket Electric Co,MA,123977,11604
2007,Nantucket Electric Co,MA,125783,12097
2006,Nantucket Electric Co,MA,124604,12100
2005,Nantucket Electric Co,MA,135639,11826
2003,Nantucket Electric Co,MA,131553,11655
2002,Nantucket Electric Co,MA,121612,11079
2001,Nantucket Electric Co,MA,119260,10844
2000,Nantucket Electric Co,MA,111889,10588
1999,Nantucket Electric Co,MA,109409,10298
1998,Nantucket Electric Co,MA,99817,9978
1997,Nantucket Electric Co,MA,97470,9711
1996,Nantucket Electric Co,MA,72619,8890
1995,Nantucket Electric Co,MA,91003,8174
1994,Nantucket Electric Co,MA,87185,7832
2019,Narragansett Electric Co,RI,7244258,499125
2018,Narragansett Electric Co,RI,4034872,431913
2017,Narragansett Electric Co,RI,3868162,422165
2016,Narragansett Electric Co,RI,3954763,430877
2015,Narragansett Electric Co,RI,4492267,449020
2014,Narragansett Electric Co,RI,5006934,460505
2013,Narragansett Electric Co,RI,5133864,472542
2012,Narragansett Electric Co,RI,4950232,472919
2011,Narragansett Electric Co,RI,5201800,471869
2010,Narragansett Electric Co,RI,5310790,473561
2009,Narragansett Electric Co,RI,5615932,477759
2008,Narragansett Electric Co,RI,6727958,478696
2007,Narragansett Electric Co,RI,6737247,477612
2006,Narragansett Electric Co,RI,6719116,476755
2005,Narragansett Electric Co,RI,7093051,477379
2004,Narragansett Electric Co,RI,6982217,471489
2003,Narragansett Electric Co,RI,7005693,467909
2002,Narragansett Electric Co,RI,6576099,463943
2001,Narragansett Electric Co,RI,6883739,462819
2000,Narragansett Electric Co,RI,6185352,421465
1999,Narragansett Electric Co,RI,4692777,335204
1998,Narragansett Electric Co,RI,4977637,332830
1997,Narragansett Electric Co,RI,4822669,330873
1996,Narragansett Electric Co,RI,4778027,328292
1995,Narragansett Electric Co,RI,4760142,325994
1994,Narragansett Electric Co,RI,4746708,323059
2019,National Grid Generation LLC,NY,0,0
2018,National Grid Generation LLC,NY,0,0
2017,National Grid Generation LLC,NY,0,0
2016,National Grid Generation LLC,NY,0,0
2015,National Grid Generation LLC,NY,0,0
2014,National Grid Generation LLC,NY,0,0
2013,National Grid Generation LLC,NY,0,0
2012,National Grid Generation LLC,NY,0,0
2011,National Grid Generation LLC,NY,0,0
2009,National Grid Generation LLC,NY,0,0
2008,National Grid Generation LLC,NY,0,0
2007,National Grid Generation LLC,NY,0,0
2006,National Grid Generation LLC,NY,0,0
2005,National Grid Generation LLC,NY,0,0
2004,National Grid Generation LLC,NY,0,0
2003,National Grid Generation LLC,NY,0,1
2002,National Grid Generation LLC,NY,0,1
2001,National Grid Generation LLC,NY,0,1
2000,National Grid Generation LLC,NY,0,1
1999,National Grid Generation LLC,NY,0,1
1998,National Grid Generation LLC,NY,0,1
2019,Nevada Power Co,NV,19505109,951251
2018,Nevada Power Co,NV,20495914,934562
2017,Nevada Power Co,NV,20570469,918452
2016,Nevada Power Co,NV,21581533,903198
2015,Nevada Power Co,NV,21665971,888023
2014,Nevada Power Co,NV,21109029,873963
2013,Nevada Power Co,NV,21184402,859012
2012,Nevada Power Co,NV,21480659,849435
2011,Nevada Power Co,NV,20754997,838482
2010,Nevada Power Co,NV,20873335,830059
2009,Nevada Power Co,NV,21197433,826685
2008,Nevada Power Co,NV,21612520,825721
2007,Nevada Power Co,NV,21873043,817587
2006,Nevada Power Co,NV,21100871,794351
2005,Nevada Power Co,NV,19804606,757200
2004,Nevada Power Co,NV,19016163,717788
2003,Nevada Power Co,NV,18371324,682045
2002,Nevada Power Co,NV,17599820,650358
2001,Nevada Power Co,NV,17201374,626171
2000,Nevada Power Co,NV,16769916,597645
1999,Nevada Power Co,NV,15337607,566674
1998,Nevada Power Co,NV,14246131,534877
1997,Nevada Power Co,NV,13744383,503667
1996,Nevada Power Co,NV,13022001,471830
1995,Nevada Power Co,NV,11698388,441429
1994,Nevada Power Co,NV,11583916,416989
1998,Nevada Sun Peak LP,NV,0,0
1997,Nevada Sun Peak LP,NV,0,0
1996,Nevada Sun Peak LP,NV,0,0
1995,Nevada Sun Peak LP,NV,0,0
1994,Nevada Sun Peak LP,NV,0,0
2019,New England Electric Transmission Corp,MA,0,0
2018,New England Electric Transmission Corp,MA,0,0
2017,New England Electric Transmission Corp,MA,0,0
2016,New England Electric Transmission Corp,MA,0,0
2015,New England Electric Transmission Corp,MA,0,0
2014,New England Electric Transmission Corp,MA,0,0
2013,New England Electric Transmission Corp,MA,0,0
2012,New England Electric Transmission Corp,MA,0,0
2011,New England Electric Transmission Corp,MA,0,0
2010,New England Electric Transmission Corp,MA,0,0
2009,New England Electric Transmission Corp,MA,0,0
2008,New England Electric Transmission Corp,MA,0,0
2007,New England Electric Transmission Corp,MA,0,0
2006,New England Electric Transmission Corp,MA,0,0
2005,New England Electric Transmission Corp,MA,0,0
2004,New England Electric Transmission Corp,MA,0,0
2003,New England Electric Transmission Corp,MA,0,0
2002,New England Electric Transmission Corp,MA,0,0
2001,New England Electric Transmission Corp,MA,0,0
2000,New England Electric Transmission Corp,MA,0,0
1999,New England Electric Transmission Corp,MA,0,0
1998,New England Electric Transmission Corp,MA,0,0
1997,New England Electric Transmission Corp,MA,0,0
1996,New England Electric Transmission Corp,MA,0,0
1995,New England Electric Transmission Corp,MA,0,0
1994,New England Electric Transmission Corp,MA,0,0
2019,New England Hydro Transmission Corp,MA,0,0
2018,New England Hydro Transmission Corp,MA,0,0
2017,New England Hydro Transmission Corp,MA,0,0
2016,New England Hydro Transmission Corp,MA,0,0
2015,New England Hydro Transmission Corp,MA,0,0
2014,New England Hydro Transmission Corp,MA,0,0
2013,New England Hydro Transmission Corp,MA,0,0
2012,New England Hydro Transmission Corp,MA,0,0
2011,New England Hydro Transmission Corp,MA,0,0
2010,New England Hydro Transmission Corp,MA,0,0
2009,New England Hydro Transmission Corp,MA,0,0
2008,New England Hydro Transmission Corp,MA,0,0
2007,New England Hydro Transmission Corp,MA,0,0
2006,New England Hydro Transmission Corp,MA,0,0
2005,New England Hydro Transmission Corp,MA,0,0
2004,New England Hydro Transmission Corp,MA,0,0
2003,New England Hydro Transmission Corp,MA,0,0
2002,New England Hydro Transmission Corp,MA,0,0
2001,New England Hydro Transmission Corp,MA,0,0
2000,New England Hydro Transmission Corp,MA,0,0
1999,New England Hydro Transmission Corp,MA,0,0
1998,New England Hydro Transmission Corp,MA,0,0
1997,New England Hydro Transmission Corp,MA,0,0
1996,New England Hydro Transmission Corp,MA,0,0
1995,New England Hydro Transmission Corp,MA,0,0
1994,New England Hydro Transmission Corp,MA,0,0
2019,New England Hydro Transmission Electric Co Inc,MA,0,0
2018,New England Hydro Transmission Electric Co Inc,MA,0,0
2017,New England Hydro Transmission Electric Co Inc,MA,0,0
2016,New England Hydro Transmission Electric Co Inc,MA,0,0
2015,New England Hydro Transmission Electric Co Inc,MA,0,0
2014,New England Hydro Transmission Electric Co Inc,MA,0,0
2013,New England Hydro Transmission Electric Co Inc,MA,0,0
2012,New England Hydro Transmission Electric Co Inc,MA,0,0
2011,New England Hydro Transmission Electric Co Inc,MA,0,0
2010,New England Hydro Transmission Electric Co Inc,MA,0,0
2009,New England Hydro Transmission Electric Co Inc,MA,0,0
2008,New England Hydro Transmission Electric Co Inc,MA,0,0
2007,New England Hydro Transmission Electric Co Inc,MA,0,0
2006,New England Hydro Transmission Electric Co Inc,MA,0,0
2005,New England Hydro Transmission Electric Co Inc,MA,0,0
2004,New England Hydro Transmission Electric Co Inc,MA,0,0
2003,New England Hydro Transmission Electric Co Inc,MA,0,0
2002,New England Hydro Transmission Electric Co Inc,MA,0,0
2001,New England Hydro Transmission Electric Co Inc,MA,0,0
2000,New England Hydro Transmission Electric Co Inc,MA,0,0
1999,New England Hydro Transmission Electric Co Inc,MA,0,0
1998,New England Hydro Transmission Electric Co Inc,MA,0,0
1997,New England Hydro Transmission Electric Co Inc,MA,0,0
1996,New England Hydro Transmission Electric Co Inc,MA,0,0
1995,New England Hydro Transmission Electric Co Inc,MA,0,0
1994,New England Hydro Transmission Electric Co Inc,MA,0,0
2019,New England Power Co,MA,0,0
2018,New England Power Co,MA,0,0
2017,New England Power Co,MA,0,0
2016,New England Power Co,MA,0,0
2015,New England Power Co,MA,0,0
2014,New England Power Co,MA,0,0
2013,New England Power Co,MA,0,0
2012,New England Power Co,MA,0,0
2011,New England Power Co,MA,0,0
2010,New England Power Co,MA,0,0
2009,New England Power Co,MA,0,0
2008,New England Power Co,MA,0,0
2007,New England Power Co,MA,0,0
2006,New England Power Co,MA,0,0
2005,New England Power Co,MA,0,0
2004,New England Power Co,MA,0,6
2003,New England Power Co,MA,0,9
2002,New England Power Co,MA,553,11
2001,New England Power Co,MA,7493,11
2000,New England Power Co,MA,7071,10
1999,New England Power Co,MA,6530,11
1998,New England Power Co,MA,4983,42
1997,New England Power Co,MA,7253,55
1996,New England Power Co,MA,13411,58
1995,New England Power Co,MA,11550,46
1994,New England Power Co,MA,8138,40
2004,New Hampshire Electric Coop Inc,NH,713917,75004
2003,New Hampshire Electric Coop Inc,NH,690094,73727
2002,New Hampshire Electric Coop Inc,NH,657703,72272
2001,New Hampshire Electric Coop Inc,NH,627012,70401
2000,New Hampshire Electric Coop Inc,NH,618196,71222
1999,New Hampshire Electric Coop Inc,NH,600874,70312
1998,New Hampshire Electric Coop Inc,NH,582941,70094
1997,New Hampshire Electric Coop Inc,NH,598022,69183
1996,New Hampshire Electric Coop Inc,NH,630131,67963
1995,New Hampshire Electric Coop Inc,NH,589854,67465
1994,New Hampshire Electric Coop Inc,NH,587187,66779
2019,New Hampshire Transmission LLC,FL,0,0
2018,New Hampshire Transmission LLC,FL,0,0
2017,New Hampshire Transmission LLC,FL,0,0
2016,New Hampshire Transmission LLC,FL,0,0
2015,New Hampshire Transmission LLC,FL,0,0
2014,New Hampshire Transmission LLC,FL,0,0
2013,New Hampshire Transmission LLC,FL,0,0
2012,New Hampshire Transmission LLC,FL,0,0
2011,New Hampshire Transmission LLC,FL,0,0
2010,New Hampshire Transmission LLC,FL,0,0
2019,New York Independent System Operator,NY,0,0
2018,New York Independent System Operator,NY,0,0
2017,New York Independent System Operator,NY,0,0
2016,New York Independent System Operator,NY,0,0
2015,New York Independent System Operator,NY,0,0
2014,New York Independent System Operator,NY,0,0
2013,New York Independent System Operator,NY,0,0
2012,New York Independent System Operator,NY,0,0
2011,New York Independent System Operator,NY,0,0
2010,New York Independent System Operator,NY,0,0
2009,New York Independent System Operator,NY,0,0
2008,New York Independent System Operator,NY,0,0
2007,New York Independent System Operator,NY,0,0
2006,New York Independent System Operator,NY,0,0
2005,New York Independent System Operator,NY,0,0
2004,New York Independent System Operator,NY,0,0
2003,New York Independent System Operator,NY,0,0
2002,New York Independent System Operator,NY,0,0
2001,New York Independent System Operator,NY,0,0
2000,New York Independent System Operator,NY,0,0
1999,New York Independent System Operator,NY,0,0
2019,New York State Electric & Gas Corp,NY,15514709,902600
2018,New York State Electric & Gas Corp,NY,15716582,898695
2017,New York State Electric & Gas Corp,NY,15363789,893790
2016,New York State Electric & Gas Corp,NY,15511979,890260
2015,New York State Electric & Gas Corp,NY,15735269,885400
2014,New York State Electric & Gas Corp,NY,15467981,883566
2013,New York State Electric & Gas Corp,NY,15476027,881666
2012,New York State Electric & Gas Corp,NY,15408531,879543
2011,New York State Electric & Gas Corp,NY,15121087,878852
2010,New York State Electric & Gas Corp,NY,15069342,877746
2009,New York State Electric & Gas Corp,NY,14741968,875297
2008,New York State Electric & Gas Corp,NY,15399896,873745
2007,New York State Electric & Gas Corp,NY,15403542,871638
2006,New York State Electric & Gas Corp,NY,15123621,868034
2005,New York State Electric & Gas Corp,NY,15127234,859877
2004,New York State Electric & Gas Corp,NY,14795469,856162
2003,New York State Electric & Gas Corp,NY,14688067,850820
2002,New York State Electric & Gas Corp,NY,12466903,810780
2001,New York State Electric & Gas Corp,NY,12191767,803234
2000,New York State Electric & Gas Corp,NY,12172219,798233
1999,New York State Electric & Gas Corp,NY,13192379,813136
1998,New York State Electric & Gas Corp,NY,13080202,812772
1997,New York State Electric & Gas Corp,NY,13237487,811414
1996,New York State Electric & Gas Corp,NY,13216081,807646
1995,New York State Electric & Gas Corp,NY,13092563,803138
1994,New York State Electric & Gas Corp,NY,13147631,797031
2019,New York Transco LLC,,0,0
2018,New York Transco LLC,,0,0
2017,New York Transco LLC,,0,0
2016,New York Transco LLC,,0,0
2000,Newport Electric Corp,RI,199070,32706
1999,Newport Electric Corp,RI,570679,34966
1998,Newport Electric Corp,RI,542466,35339
1997,Newport Electric Corp,RI,536209,35018
1996,Newport Electric Corp,RI,525372,32478
1995,Newport Electric Corp,RI,517056,32260
1994,Newport Electric Corp,RI,525207,31967
2019,Niagara Mohawk Power Corp,NY,14118253,1396589
2018,Niagara Mohawk Power Corp,NY,14267670,1378105
2017,Niagara Mohawk Power Corp,NY,13184751,1348833
2016,Niagara Mohawk Power Corp,NY,13313940,1323550
2015,Niagara Mohawk Power Corp,NY,13036719,1290251
2014,Niagara Mohawk Power Corp,NY,13152596,1263130
2013,Niagara Mohawk Power Corp,NY,15843564,1260212
2012,Niagara Mohawk Power Corp,NY,17568240,1269415
2011,Niagara Mohawk Power Corp,NY,18042486,1297751
2010,Niagara Mohawk Power Corp,NY,18822435,1327095
2009,Niagara Mohawk Power Corp,NY,18298135,1350393
2008,Niagara Mohawk Power Corp,NY,19730054,1387875
2007,Niagara Mohawk Power Corp,NY,20985815,1434408
2006,Niagara Mohawk Power Corp,NY,21574934,1475621
2005,Niagara Mohawk Power Corp,NY,23440144,1483209
2004,Niagara Mohawk Power Corp,NY,24801331,1494108
2003,Niagara Mohawk Power Corp,NY,26332532,1505258
2002,Niagara Mohawk Power Corp,NY,28395569,1523051
2001,Niagara Mohawk Power Corp,NY,29955211,1532357
2000,Niagara Mohawk Power Corp,NY,30277229,1540403
1999,Niagara Mohawk Power Corp,NY,33756106,1579241
1998,Niagara Mohawk Power Corp,NY,32855103,1550732
1997,Niagara Mohawk Power Corp,NY,33390041,1553916
1996,Niagara Mohawk Power Corp,NY,33392390,1553657
1995,Niagara Mohawk Power Corp,NY,33009615,1548384
1994,Niagara Mohawk Power Corp,NY,33782360,1540746
2002,North Atlantic Energy Corp,NH,0,0
2001,North Atlantic Energy Corp,NH,0,0
2000,North Atlantic Energy Corp,NH,0,1
1999,North Atlantic Energy Corp,NH,0,1
1998,North Atlantic Energy Corp,NH,0,1
1997,North Atlantic Energy Corp,NH,0,1
1996,North Atlantic Energy Corp,NH,0,1
1995,North Atlantic Energy Corp,NH,0,1
1994,North Atlantic Energy Corp,NH,0,1
2004,North Central Missouri Electric Coop Inc,MO,134996,4701
2003,North Central Missouri Electric Coop Inc,MO,133875,4629
2002,North Central Missouri Electric Coop Inc,MO,133180,4584
2001,North Central Missouri Electric Coop Inc,MO,130206,4563
2000,North Central Missouri Electric Coop Inc,MO,132708,4510
2019,North Central Power Co Inc,WI,34858,5523
2018,North Central Power Co Inc,WI,35245,5486
2017,North Central Power Co Inc,WI,33700,5447
2016,North Central Power Co Inc,WI,33738,5395
2015,North Central Power Co Inc,WI,33499,5342
2014,North Central Power Co Inc,WI,34903,5327
2013,North Central Power Co Inc,WI,33127,5315
2012,North Central Power Co Inc,WI,32218,5301
2011,North Central Power Co Inc,WI,32676,5285
2010,North Central Power Co Inc,WI,32309,5284
2009,North Central Power Co Inc,WI,32076,5256
2008,North Central Power Co Inc,WI,31167,5226
2007,North Central Power Co Inc,WI,30924,4799
2006,North Central Power Co Inc,WI,30987,4727
2005,North Central Power Co Inc,WI,31518,4610
2004,North Central Power Co Inc,WI,31139,4497
2003,North Central Power Co Inc,WI,31072,4390
2002,North Central Power Co Inc,WI,30436,4265
2001,North Central Power Co Inc,WI,29726,4127
2000,North Central Power Co Inc,WI,29150,4014
1999,North Central Power Co Inc,WI,28454,3897
1998,North Central Power Co Inc,WI,27079,3865
1997,North Central Power Co Inc,WI,27469,3728
1996,North Central Power Co Inc,WI,26933,3650
1995,North Central Power Co Inc,WI,26557,3589
1994,North Central Power Co Inc,WI,25674,3534
1993,North Central Power Co Inc,WI,24628,3459
2004,North West Rural Elect Coop,IA,331077,8925
2003,North West Rural Elect Coop,IA,319328,8894
2002,North West Rural Elect Coop,IA,302001,8841
2001,North West Rural Elect Coop,IA,261064,8802
2000,North West Rural Elect Coop,IA,245085,8696
1999,North West Rural Elect Coop,IA,227443,8621
1998,North West Rural Elect Coop,IA,227478,8535
2019,Northern Indiana Public Service Co,IN,15713180,473221
2018,Northern Indiana Public Service Co,IN,16333672,469917
2017,Northern Indiana Public Service Co,IN,16693050,466691
2016,Northern Indiana Public Service Co,IN,16812196,464148
2015,Northern Indiana Public Service Co,IN,16563594,461452
2014,Northern Indiana Public Service Co,IN,17510804,459868
2013,Northern Indiana Public Service Co,IN,16798336,458749
2012,Northern Indiana Public Service Co,IN,16757455,457498
2011,Northern Indiana Public Service Co,IN,16836138,456953
2010,Northern Indiana Public Service Co,IN,16190907,456841
2009,Northern Indiana Public Service Co,IN,14925097,455657
2008,Northern Indiana Public Service Co,IN,16705228,456309
2007,Northern Indiana Public Service Co,IN,16903941,454476
2006,Northern Indiana Public Service Co,IN,16766820,450834
2005,Northern Indiana Public Service Co,IN,16655718,447360
2004,Northern Indiana Public Service Co,IN,16191344,442578
2003,Northern Indiana Public Service Co,IN,15815917,437928
2002,Northern Indiana Public Service Co,IN,15792412,433825
2001,Northern Indiana Public Service Co,IN,15466278,431598
2000,Northern Indiana Public Service Co,IN,15945946,427481
1999,Northern Indiana Public Service Co,IN,15627600,423151
1998,Northern Indiana Public Service Co,IN,15015398,418387
1997,Northern Indiana Public Service Co,IN,14813318,413910
1996,Northern Indiana Public Service Co,IN,15062205,408875
1995,Northern Indiana Public Service Co,IN,15350312,403693
1994,Northern Indiana Public Service Co,IN,14972228,398077
2019,Northern States Power Co (Minnesota),MN,33547022,1491047
2018,Northern States Power Co (Minnesota),MN,34908071,1478542
2017,Northern States Power Co (Minnesota),MN,34065667,1466398
2016,Northern States Power Co (Minnesota),MN,34621919,1454285
2015,Northern States Power Co (Minnesota),MN,34619698,1441799
2014,Northern States Power Co (Minnesota),MN,35109841,1429379
2013,Northern States Power Co (Minnesota),MN,35292575,1417543
2012,Northern States Power Co (Minnesota),MN,35421003,1407496
2011,Northern States Power Co (Minnesota),MN,35905077,1399830
2010,Northern States Power Co (Minnesota),MN,35868470,1363421
2009,Northern States Power Co (Minnesota),MN,34774922,1367070
2008,Northern States Power Co (Minnesota),MN,36205989,1344989
2007,Northern States Power Co (Minnesota),MN,36652672,1327066
2006,Northern States Power Co (Minnesota),MN,35923017,1303552
2005,Northern States Power Co (Minnesota),MN,35656454,1390040
2004,Northern States Power Co (Minnesota),MN,34164198,1342300
2003,Northern States Power Co (Minnesota),MN,34145453,1322872
2002,Northern States Power Co (Minnesota),MN,33873812,1308944
2001,Northern States Power Co (Minnesota),MN,33215004,1288813
2000,Northern States Power Co (Minnesota),MN,32810571,1270359
1999,Northern States Power Co (Minnesota),MN,31645688,1281557
1998,Northern States Power Co (Minnesota),MN,31151096,1318255
1997,Northern States Power Co (Minnesota),MN,30146167,1258419
1996,Northern States Power Co (Minnesota),MN,29721550,1199947
1995,Northern States Power Co (Minnesota),MN,29454929,1211746
1994,Northern States Power Co (Minnesota),MN,28241562,1192366
2019,Northern States Power Co (Wisconsin),WI,6789827,261093
2018,Northern States Power Co (Wisconsin),WI,6987962,259379
2017,Northern States Power Co (Wisconsin),WI,6727740,257668
2016,Northern States Power Co (Wisconsin),WI,6641542,256540
2015,Northern States Power Co (Wisconsin),WI,6647300,255036
2014,Northern States Power Co (Wisconsin),WI,6750889,254118
2013,Northern States Power Co (Wisconsin),WI,6561332,253021
2012,Northern States Power Co (Wisconsin),WI,6458467,250847
2011,Northern States Power Co (Wisconsin),WI,6415308,250133
2010,Northern States Power Co (Wisconsin),WI,6318479,260458
2009,Northern States Power Co (Wisconsin),WI,6305298,261039
2008,Northern States Power Co (Wisconsin),WI,6366693,259581
2007,Northern States Power Co (Wisconsin),WI,6368703,255886
2006,Northern States Power Co (Wisconsin),WI,6173143,255135
2005,Northern States Power Co (Wisconsin),WI,6142751,249856
2004,Northern States Power Co (Wisconsin),WI,5914351,238075
2003,Northern States Power Co (Wisconsin),WI,5861256,233927
2002,Northern States Power Co (Wisconsin),WI,5759803,231658
2001,Northern States Power Co (Wisconsin),WI,5574032,227554
2000,Northern States Power Co (Wisconsin),WI,5599839,224475
1999,Northern States Power Co (Wisconsin),WI,5433618,222148
1998,Northern States Power Co (Wisconsin),WI,5380329,228549
1997,Northern States Power Co (Wisconsin),WI,5209151,215721
1996,Northern States Power Co (Wisconsin),WI,5111107,211898
1995,Northern States Power Co (Wisconsin),WI,5045285,209304
1994,Northern States Power Co (Wisconsin),WI,4854965,206316
1994,Northway Power & Light Inc,AK,1605,122
2019,NorthWestern Corp,SD,7820108,441845
2018,NorthWestern Corp,SD,7737591,436535
2017,NorthWestern Corp,SD,7705578,431099
2016,NorthWestern Corp,SD,7442278,425741
2015,NorthWestern Corp,SD,7505312,420572
2014,NorthWestern Corp,SD,7581830,415232
2013,NorthWestern Corp,SD,7554070,406533
2012,NorthWestern Corp,SD,7425109,403193
2011,NorthWestern Corp,SD,7426268,400281
2010,NorthWestern Corp,SD,7246729,397760
2009,NorthWestern Corp,SD,7240417,394869
2008,NorthWestern Corp,SD,7329632,391049
2007,NorthWestern Corp,SD,7252868,385724
2006,NorthWestern Corp,SD,7019031,379370
2005,NorthWestern Corp,SD,6886930,372667
2004,NorthWestern Corp,SD,6535574,366664
2003,NorthWestern Corp,SD,6370664,360912
2002,NorthWestern Corp,SD,2053849,356447
2001,NorthWestern Corp,SD,1185429,57422
2000,NorthWestern Corp,SD,1137800,57269
1999,NorthWestern Corp,SD,1111728,56852
1998,NorthWestern Corp,SD,1123425,55965
1997,NorthWestern Corp,SD,1114192,55849
1996,NorthWestern Corp,SD,1082704,55545
1995,NorthWestern Corp,SD,1071328,55152
1994,NorthWestern Corp,SD,1018509,54657
2019,Northwestern Wisconsin Electric Co,WI,177826,14452
2018,Northwestern Wisconsin Electric Co,WI,179823,14300
2017,Northwestern Wisconsin Electric Co,WI,168116,13898
2016,Northwestern Wisconsin Electric Co,WI,168512,13685
2015,Northwestern Wisconsin Electric Co,WI,166390,13563
2014,Northwestern Wisconsin Electric Co,WI,172743,13490
2013,Northwestern Wisconsin Electric Co,WI,173683,13389
2012,Northwestern Wisconsin Electric Co,WI,169371,13347
2011,Northwestern Wisconsin Electric Co,WI,167004,13321
2010,Northwestern Wisconsin Electric Co,WI,166244,13293
2009,Northwestern Wisconsin Electric Co,WI,164663,13245
2008,Northwestern Wisconsin Electric Co,WI,170214,13216
2007,Northwestern Wisconsin Electric Co,WI,171889,13151
2006,Northwestern Wisconsin Electric Co,WI,169294,12975
2005,Northwestern Wisconsin Electric Co,WI,174045,12835
2004,Northwestern Wisconsin Electric Co,WI,180388,12618
2003,Northwestern Wisconsin Electric Co,WI,177938,12392
2002,Northwestern Wisconsin Electric Co,WI,172091,12122
2001,Northwestern Wisconsin Electric Co,WI,153086,11917
2000,Northwestern Wisconsin Electric Co,WI,149666,11758
1999,Northwestern Wisconsin Electric Co,WI,144232,11431
1998,Northwestern Wisconsin Electric Co,WI,140873,11181
1997,Northwestern Wisconsin Electric Co,WI,139034,10979
1996,Northwestern Wisconsin Electric Co,WI,137206,10797
1995,Northwestern Wisconsin Electric Co,WI,131539,10630
1994,Northwestern Wisconsin Electric Co,WI,123370,10441
2019,NSTAR Co d/b/a Eversource Energy,MA,23214732,1437179
2018,NSTAR Co d/b/a Eversource Energy,MA,23999384,1427562
2017,NSTAR Co d/b/a Eversource Energy,MA,20096988,1207095
2016,NSTAR Co d/b/a Eversource Energy,MA,20619258,1197388
2015,NSTAR Co d/b/a Eversource Energy,MA,21055286,1187199
2014,NSTAR Co d/b/a Eversource Energy,MA,20924677,1179868
2013,NSTAR Co d/b/a Eversource Energy,MA,21306395,1172941
2012,NSTAR Co d/b/a Eversource Energy,MA,21208560,1168299
2011,NSTAR Co d/b/a Eversource Energy,MA,21502448,1163077
2010,NSTAR Co d/b/a Eversource Energy,MA,21653840,1156909
2009,NSTAR Co d/b/a Eversource Energy,MA,20971917,1151067
2008,NSTAR Co d/b/a Eversource Energy,MA,21648045,1143367
2007,NSTAR Co d/b/a Eversource Energy,MA,21655221,1138361
2007,Ocean State Power,RI,0,0
2006,Ocean State Power,RI,0,0
2005,Ocean State Power,RI,0,3
2004,Ocean State Power,RI,0,3
2003,Ocean State Power,RI,0,0
2002,Ocean State Power,RI,0,0
2001,Ocean State Power,RI,0,0
2000,Ocean State Power,RI,0,0
1999,Ocean State Power,RI,0,0
1998,Ocean State Power,RI,0,0
1997,Ocean State Power,RI,0,0
1996,Ocean State Power,RI,0,3
1995,Ocean State Power,RI,0,3
1994,Ocean State Power,RI,0,3
2007,Ocean State Power II,RI,0,0
2006,Ocean State Power II,RI,0,0
2005,Ocean State Power II,RI,0,3
2004,Ocean State Power II,RI,0,3
2003,Ocean State Power II,RI,0,0
2002,Ocean State Power II,RI,0,0
2001,Ocean State Power II,RI,0,0
2000,Ocean State Power II,RI,0,0
1999,Ocean State Power II,RI,0,0
1998,Ocean State Power II,RI,0,0
1997,Ocean State Power II,RI,0,3
1996,Ocean State Power II,RI,0,3
1995,Ocean State Power II,RI,0,3
1994,Ocean State Power II,RI,0,3
1998,Oconto Electric Coop,WI,84272,7911
1997,Oconto Electric Coop,WI,83592,7750
1996,Oconto Electric Coop,WI,82380,7632
1995,Oconto Electric Coop,WI,80631,7416
1994,Oconto Electric Coop,WI,78449,7241
2019,Ohio Edison Co,OH,23441457,1052921
2018,Ohio Edison Co,OH,24413580,1050129
2017,Ohio Edison Co,OH,23411957,1046760
2016,Ohio Edison Co,OH,24226773,1041124
2015,Ohio Edison Co,OH,24291651,1037217
2014,Ohio Edison Co,OH,24927292,1035097
2013,Ohio Edison Co,OH,24304505,1032777
2012,Ohio Edison Co,OH,24440821,1031762
2011,Ohio Edison Co,OH,24656346,1034535
2010,Ohio Edison Co,OH,24155370,1036982
2009,Ohio Edison Co,OH,22856647,1037999
2008,Ohio Edison Co,OH,25278975,1040519
2007,Ohio Edison Co,OH,26051675,1040663
2006,Ohio Edison Co,OH,25431322,1040182
2005,Ohio Edison Co,OH,26012578,1034378
2004,Ohio Edison Co,OH,24869949,1023527
2003,Ohio Edison Co,OH,24673159,1015540
